,_id,ltable_id,rtable_id,ltable_product title,ltable_combo,rtable_product title,rtable_combo
4824,4824,a2616,w1579,prostar clevo pa71hs-g 17.3” full hd ips matte display gaming laptop with g-sync intel core i7-7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo pa71hs-g 17.3” full hd ips matte display gaming laptop with g-sync intel core i7-7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar pa71hs-g,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 16gb ddr4 gtx 1060 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar p650hp6-g
4832,4832,a2616,w1601,prostar clevo pa71hs-g 17.3” full hd ips matte display gaming laptop with g-sync intel core i7-7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo pa71hs-g 17.3” full hd ips matte display gaming laptop with g-sync intel core i7-7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar pa71hs-g,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 32gb ddr4 gtx 1060 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty,prostar clevo p650hp6-g vr ready gaming 15.6 fhd/ips/matte display with g-sync intel core i7-7700hq 32gb ddr4 gtx 1060 1tb hdd windows 10 home wi-fi+bluetooth 1-year warranty prostar p650hp6-g
4844,4844,a2621,w997,dell inspiron 15.6-inch hd touchscreen laptop pc (2018 model) intel i5-7200u 2.5ghz 8gb ram 2tb hdd dvd +/- rw intel hd graphics 620 maxxaudio bluetooth hdmi wifi windows 10,dell inspiron 15.6-inch hd touchscreen laptop pc (2018 model) intel i5-7200u 2.5ghz 8gb ram 2tb hdd dvd +/- rw intel hd graphics 620 maxxaudio bluetooth hdmi wifi windows 10 dell ,dell inspiron 15.6 touchscreen laptop hd high performance - intel dual core i5-7200u 2.5ghz 8gb ddr4 2tb hdd maxxaudio dvdrw bluetooth wlan hdmi webcam 3-in-1 card reader windows 10,dell inspiron 15.6 touchscreen laptop hd high performance - intel dual core i5-7200u 2.5ghz 8gb ddr4 2tb hdd maxxaudio dvdrw bluetooth wlan hdmi webcam 3-in-1 card reader windows 10 dell 
4847,4847,a2636,w1230,hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10),hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) hp hp envy 15t fhd touch,hp pavilion 15t high performance laptop pc ( intel 7th gen i5 kaby lake processor 8gb ram 1tb hdd 15.6 inch fhd (1920 x 1080) touchscreen dvd burner wifi bluetooth windows 10 home),hp pavilion 15t high performance laptop pc ( intel 7th gen i5 kaby lake processor 8gb ram 1tb hdd 15.6 inch fhd (1920 x 1080) touchscreen dvd burner wifi bluetooth windows 10 home) michaelelectronics2 hp-15-02240-fhd-me1
4849,4849,a2636,w1271,hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10),hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) hp hp envy 15t fhd touch,hp pavilion 15t high performance laptop pc ( intel 7th gen i5 kaby lake processor 8gb ram 240gb ssd 15.6 inch fhd (1920 x 1080) touchscreen dvd burner wifi bluetooth windows 10 home),hp pavilion 15t high performance laptop pc ( intel 7th gen i5 kaby lake processor 8gb ram 240gb ssd 15.6 inch fhd (1920 x 1080) touchscreen dvd burner wifi bluetooth windows 10 home) michaelelectronics2 hp-15-02240-fhd-me1
4852,4852,a2636,w1559,hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10),hp envy 15t high performance laptop pc with full hd touchscreen ( intel i7 processor 16gb ram 1tb hdd + 1tb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) hp hp envy 15t fhd touch,hp pavilion 15t gaming laptop with full hd touchscreen ( intel i7 quad core 16gb nvidia geforce 960m 2tb hdd + 128gb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) t9y85av,hp pavilion 15t gaming laptop with full hd touchscreen ( intel i7 quad core 16gb nvidia geforce 960m 2tb hdd + 128gb ssd 15.6 inch fhd (1920 x 1080) touchscreen windows 10) t9y85av hp hp pavilion gaming 15t t9y85av
4871,4871,a2663,w596,hp turbo silver 15.6 15-ac143wm laptop pc with intel core i5-5200u processor 6gb memory 1tb hard drive and windows 10 home,hp turbo silver 15.6 15-ac143wm laptop pc with intel core i5-5200u processor 6gb memory 1tb hard drive and windows 10 home hp n5z06ua,refurbished hp natural silver 15.6 envy laptop pc with intel core i5-5200u processor 6gb memory touch screen 1tb hard drive and windows 10 home,refurbished hp natural silver 15.6 envy laptop pc with intel core i5-5200u processor 6gb memory touch screen 1tb hard drive and windows 10 home hp m6-ae151dxref
4874,4874,a2671,w2769,lenovo thinkpad t570 premium business computer pc with 15.6 inch full hd touchscreen (intel i7 processor 15.6 fhd 1920x1080 touch 16gb ram 1tb pcie ssd fingerprint backlit keyboard win 10 pro),lenovo thinkpad t570 premium business computer pc with 15.6 inch full hd touchscreen (intel i7 processor 15.6 fhd 1920x1080 touch 16gb ram 1tb pcie ssd fingerprint backlit keyboard win 10 pro) michaelelectronics2 ,hp elitebook 840 g4 14 fhd premium ultrabook business laptop pc (intel i7 processor 32gb ram 1tb hdd + 512gb ssd 14 full hd (1920x1080) fingerprint backlit keyboard wifi bt win 10 pro),hp elitebook 840 g4 14 fhd premium ultrabook business laptop pc (intel i7 processor 32gb ram 1tb hdd + 512gb ssd 14 full hd (1920x1080) fingerprint backlit keyboard wifi bt win 10 pro) michaelelectronics2 hp-14-02398-fhd-me6
4876,4876,a2671,w2963,lenovo thinkpad t570 premium business computer pc with 15.6 inch full hd touchscreen (intel i7 processor 15.6 fhd 1920x1080 touch 16gb ram 1tb pcie ssd fingerprint backlit keyboard win 10 pro),lenovo thinkpad t570 premium business computer pc with 15.6 inch full hd touchscreen (intel i7 processor 15.6 fhd 1920x1080 touch 16gb ram 1tb pcie ssd fingerprint backlit keyboard win 10 pro) michaelelectronics2 ,hp elitebook 840 g4 14 fhd premium ultrabook business laptop pc (intel i7 processor 8gb ram 500gb hdd + 128gb ssd 14 full hd (1920x1080) fingerprint backlit keyboard wifi bt win 10 pro),hp elitebook 840 g4 14 fhd premium ultrabook business laptop pc (intel i7 processor 8gb ram 500gb hdd + 128gb ssd 14 full hd (1920x1080) fingerprint backlit keyboard wifi bt win 10 pro) michaelelectronics2 hp-14-02398-fhd-me1
4898,4898,a2675,w1301,lenovo ideapad 320 17.3 hd+ notebook intel core i7-7500u upto 3.5ghz 20gb ddr4 256gb ssd dvd-rw wifi bluetooth fingerprint reader usb-c windows 10 home,lenovo ideapad 320 17.3 hd+ notebook intel core i7-7500u upto 3.5ghz 20gb ddr4 256gb ssd dvd-rw wifi bluetooth fingerprint reader usb-c windows 10 home cravings ,lenovo ideapad 320 15.6 hd touchscreen notebook intel core i7-8550u upto 4.0ghz 8gb ddr4 256gb ssd hdmi card reader dvd-rw usb wifi bluetooth intel uhd graphics 620 windows 10 pro 64bit,lenovo ideapad 320 15.6 hd touchscreen notebook intel core i7-8550u upto 4.0ghz 8gb ddr4 256gb ssd hdmi card reader dvd-rw usb wifi bluetooth intel uhd graphics 620 windows 10 pro 64bit lenovo len320i78t-8256p
4910,4910,a2690,w3025,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 500gb hdd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 500gb hdd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 240gb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me6
4917,4917,a2690,w3484,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 500gb hdd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 500gb hdd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 4tb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 32gb ram 4tb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me14
4937,4937,a2707,w3106,2016 top-of-the-line 4th gen lenovo thinkpad x1 carbon 14 wqhd business laptop - intel core i7-6600u up to 3.4ghz 16gb ram 512gb ssd fingerprint reader wlan bluetooth windows 7/10 pro,2016 top-of-the-line 4th gen lenovo thinkpad x1 carbon 14 wqhd business laptop - intel core i7-6600u up to 3.4ghz 16gb ram 512gb ssd fingerprint reader wlan bluetooth windows 7/10 pro lenovo 4th x1 carbon,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 lenovo 
4943,4943,a2707,w3179,2016 top-of-the-line 4th gen lenovo thinkpad x1 carbon 14 wqhd business laptop - intel core i7-6600u up to 3.4ghz 16gb ram 512gb ssd fingerprint reader wlan bluetooth windows 7/10 pro,2016 top-of-the-line 4th gen lenovo thinkpad x1 carbon 14 wqhd business laptop - intel core i7-6600u up to 3.4ghz 16gb ram 512gb ssd fingerprint reader wlan bluetooth windows 7/10 pro lenovo 4th x1 carbon,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 256gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 256gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 lenovo 
4949,4949,a2717,w1081,omen x by hp 17.3 inch 4k uhd gaming and business laptop pc (intel i7 quad core processor 32gb ram 2tb ssd 17.3 3840x2160 display nvidia geforce gtx 1080 win 10 pro) vr ready,omen x by hp 17.3 inch 4k uhd gaming and business laptop pc (intel i7 quad core processor 32gb ram 2tb ssd 17.3 3840x2160 display nvidia geforce gtx 1080 win 10 pro) vr ready michaelelectronics2 ,hp pavilion 15t gaming and business laptop with uhd 4k touchscreen ( intel i7 quad core 32gb ram nvidia geforce 960m 512gb ssd 15.6 inch uhd (3840 x 2160) touchscreen win10 pro),hp pavilion 15t gaming and business laptop with uhd 4k touchscreen ( intel i7 quad core 32gb ram nvidia geforce 960m 512gb ssd 15.6 inch uhd (3840 x 2160) touchscreen win10 pro) michaelelectronics2 hp-15-02215-uhd-me8
4951,4951,a2717,w1397,omen x by hp 17.3 inch 4k uhd gaming and business laptop pc (intel i7 quad core processor 32gb ram 2tb ssd 17.3 3840x2160 display nvidia geforce gtx 1080 win 10 pro) vr ready,omen x by hp 17.3 inch 4k uhd gaming and business laptop pc (intel i7 quad core processor 32gb ram 2tb ssd 17.3 3840x2160 display nvidia geforce gtx 1080 win 10 pro) vr ready michaelelectronics2 ,hp omen 17 17.3'' uhd 4k vr ready gaming and business laptop (intel i7 quad core 4tb ssd 17.3 inch uhd 3840 x 2160 16gb ram geforce gtx 1070 win 10 pro),hp omen 17 17.3'' uhd 4k vr ready gaming and business laptop (intel i7 quad core 4tb ssd 17.3 inch uhd 3840 x 2160 16gb ram geforce gtx 1070 win 10 pro) hp 
4975,4975,a2717,w1678,omen x by hp 17.3 inch 4k uhd gaming and business laptop pc (intel i7 quad core processor 32gb ram 2tb ssd 17.3 3840x2160 display nvidia geforce gtx 1080 win 10 pro) vr ready,omen x by hp 17.3 inch 4k uhd gaming and business laptop pc (intel i7 quad core processor 32gb ram 2tb ssd 17.3 3840x2160 display nvidia geforce gtx 1080 win 10 pro) vr ready michaelelectronics2 ,hp omen 17 17.3'' uhd 4k vr ready gaming and business laptop (intel i7 quad core 2tb hdd + 256gb ssd 17.3 inch uhd 3840 x 2160 32gb ram geforce gtx 1070 win 10 pro),hp omen 17 17.3'' uhd 4k vr ready gaming and business laptop (intel i7 quad core 2tb hdd + 256gb ssd 17.3 inch uhd 3840 x 2160 32gb ram geforce gtx 1070 win 10 pro) hp 
4990,4990,a2758,w3074,lenovo thinkpad p51s touch mobile workstation laptop - windows 10 pro core i7-7500u 32gb ram 1tb ssd 15.6 fhd 1080p ips touchscreen nvidia quadro m520m fingerprint smart card reader,lenovo thinkpad p51s touch mobile workstation laptop - windows 10 pro core i7-7500u 32gb ram 1tb ssd 15.6 fhd 1080p ips touchscreen nvidia quadro m520m fingerprint smart card reader lenovo thinkpad p51s,lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 1tb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro),lenovo thinkpad p51s 15.6'' premium mobile workstation ultrabook laptop (intel i7 processor 16gb ram 1tb ssd 15.6 inch fhd 1920x1080 ips display nvidia quadro m520m fingerprint win 10 pro) michaelelectronics2 len-15-01217-p71me9
4999,4999,a2758,w3348,lenovo thinkpad p51s touch mobile workstation laptop - windows 10 pro core i7-7500u 32gb ram 1tb ssd 15.6 fhd 1080p ips touchscreen nvidia quadro m520m fingerprint smart card reader,lenovo thinkpad p51s touch mobile workstation laptop - windows 10 pro core i7-7500u 32gb ram 1tb ssd 15.6 fhd 1080p ips touchscreen nvidia quadro m520m fingerprint smart card reader lenovo thinkpad p51s,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 8.1 pro laptop - intel core i7-6600u 8gb ram 1tb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
5049,5049,a2763,w3186,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
5056,5056,a2763,w3199,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 8.1 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
5066,5066,a2763,w3263,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s touch performance windows 10 pro laptop - intel core i7-6600u 8gb ram 1tb ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader ac wifi lenovo 
5073,5073,a2763,w3282,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
5080,5080,a2763,w3305,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 12gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
5086,5086,a2763,w3381,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi,lenovo thinkpad p50 mobile workstation laptop - windows 10 pro - intel i7-6700hq 64gb ram 2tb ssd 15.6 fhd ips (1920x1080) display nvidia quadro m1000m fingerprint reader ac wi-fi lenovo thinkpad p50,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 1tb ssd 14 ips fhd (1920x1080) matte display fingerprint reader backlit keyboard ac wifi lenovo 
5097,5097,a2770,w2456,2017 premium hp pavilion business flagship high performance laptop pc 15.6 touchscreen intel i5-6200u processor 8gb ram 1tb hdd webcam 802.11ac wifi bluetooth dvd-rw windows 10-modern gold,2017 premium hp pavilion business flagship high performance laptop pc 15.6 touchscreen intel i5-6200u processor 8gb ram 1tb hdd webcam 802.11ac wifi bluetooth dvd-rw windows 10-modern gold hp pavilion 15t,2017 newest hp premium high performance 17.3 inch business laptop intel pentium n3710 quad-core processor 4gb memory 1tb hard drive hd webcam dvd hdmi webcam 802.11ac bluetooth window 10- turbo silver,2017 newest hp premium high performance 17.3 inch business laptop intel pentium n3710 quad-core processor 4gb memory 1tb hard drive hd webcam dvd hdmi webcam 802.11ac bluetooth window 10- turbo silver hp 2017
5098,5098,a2770,w579,2017 premium hp pavilion business flagship high performance laptop pc 15.6 touchscreen intel i5-6200u processor 8gb ram 1tb hdd webcam 802.11ac wifi bluetooth dvd-rw windows 10-modern gold,2017 premium hp pavilion business flagship high performance laptop pc 15.6 touchscreen intel i5-6200u processor 8gb ram 1tb hdd webcam 802.11ac wifi bluetooth dvd-rw windows 10-modern gold hp pavilion 15t,hp flagship high performance 15.6 hd touchscreen laptop pc premium flagship intel quad-core pentium n3710 processor 4gb ram 500gb hdd supermulti dvd burner webcam hdmi wi-fi usb 3.0 windows,hp flagship high performance 15.6 hd touchscreen laptop pc premium flagship intel quad-core pentium n3710 processor 4gb ram 500gb hdd supermulti dvd burner webcam hdmi wi-fi usb 3.0 windows hp 
5115,5115,a2794,w3048,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader ac wifi lenovo 
5121,5121,a2794,w3123,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 8gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
5137,5137,a2794,w3165,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader,pcie touch lenovo thinkpad t460s windows 10 pro laptop - intel core i7-6600u 12gb ram 256gb pcie-nvme ssd 14 ips fhd (1920x1080) matte touchscreen fingerprint reader smart card reader lenovo 
5157,5157,a2794,w3248,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 7 pro laptop - intel core i7-6600u 20gb ram 256gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi lenovo 
5167,5167,a2794,w3290,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 1tb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 1tb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 lenovo 
5168,5168,a2794,w3317,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb pcie-nvme ssd 14 ips fhd (1920x1080) matte display fingerprint reader smart card reader lenovo 
5171,5171,a2794,w3328,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi,lenovo thinkpad t460s business performance windows 10 pro laptop - intel core i7-6600u 20gb ram 512gb ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader ac wifi lenovo 
5181,5181,a2794,w3344,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color,lenovo thinkpad t470s windows 10 pro laptop - intel core i7-7500u 16gb ram 516gb pcie nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader black color lenovo ,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader,pcie lenovo thinkpad t460s business windows 7 pro laptop - intel core i7-6600u 8gb ram 512gb pcie-nvme ssd 14 ips wqhd (2560x1440) matte display fingerprint reader smart card reader lenovo 
