_id,ltable_id,rtable_id,ltable_product_title,ltable_price,ltable_brand,ltable_model,ltable_operating_system,ltable_extended_title,rtable_product_title,rtable_price,rtable_brand,rtable_model,rtable_operating_system,rtable_extended_title,predicted_match
5078,a389,w3013,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - silver color - intel core i7-7600u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader,$1.629.14,lenovo,2017,windows 10,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - silver color - intel core i7-7600u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader $1.629.14,1
5079,a389,w3014,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - silver color - intel core i7-7600u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader,$1.629.14,lenovo,2017,windows 7,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - silver color - intel core i7-7600u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader $1.629.14,1
5080,a389,w3015,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - intel core i7-7600u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader black color,$1.629.14,lenovo,2017,windows 7,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - intel core i7-7600u 180gb ssd 8gb ram 14 wqhd ips (2560x1440) display fingerprint reader black color $1.629.14,1
5081,a389,w3021,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6500u 512gb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.499.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6500u 512gb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.499.14,1
5082,a389,w3022,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 256gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.749.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 256gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.749.14,1
5083,a389,w3029,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.799.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.799.14,1
5084,a389,w3044,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 180gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.729.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 180gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.729.14,1
5085,a389,w3045,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 180gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.729.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 180gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.729.14,1
5086,a389,w3046,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 180gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.729.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 180gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.729.14,1
5087,a389,w3055,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 1tb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.649.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 1tb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.649.14,1
5088,a389,w3056,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6500u 1tb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.649.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6500u 1tb ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.649.14,1
5089,a389,w3071,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.849.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.849.14,1
5090,a389,w3072,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 256gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.749.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 256gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.749.14,1
5091,a389,w3073,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 256gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.749.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 256gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.749.14,1
5092,a389,w3077,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 256gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.779.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 256gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.779.14,1
5093,a389,w3078,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 256gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.779.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 256gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.779.14,1
5094,a389,w3079,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - intel core i7-7500u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader (classic black),$1.779.14,lenovo,2017,windows 10,2017 lenovo thinkpad x1 carbon (5th gen) - windows 10 pro - intel core i7-7500u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader (classic black) $1.779.14,1
5095,a389,w3095,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 1tb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.749.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i5-6200u 1tb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.749.14,1
5096,a389,w3105,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.799.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.799.14,1
5097,a389,w3106,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.799.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.799.14,1
5098,a389,w3115,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - intel core i7-7600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader black color,$1.829.14,lenovo,2017,windows 7,2017 lenovo thinkpad x1 carbon (5th gen) - windows 7 pro - intel core i7-7600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader black color $1.829.14,1
5099,a389,w3116,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 128gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,$1.899.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 128gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 $1.899.14,1
5100,a389,w3117,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 128gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,$1.899.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 128gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 $1.899.14,1
5101,a389,w3121,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.849.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.849.14,1
5102,a389,w3122,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.849.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 512gb nvme-pcie ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.849.14,1
5103,a389,w3134,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6500u 1tb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.749.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6500u 1tb nvme-pcie ssd 8gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.749.14,1
5104,a389,w3149,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,$1.899.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 $1.899.14,1
5105,a389,w3150,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 128gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,$1.899.14,lenovo,,windows 8,lenovo thinkpad x1 carbon 4 business ultrabook - windows 8.1 pro - intel core i7-6600u 128gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 $1.899.14,1
5106,a389,w3151,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,$1.899.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 180gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 $1.899.14,1
5109,a389,w3176,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 1tb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.929.14,lenovo,,windows 7,lenovo thinkpad x1 carbon 4 business ultrabook - windows 7 pro - intel core i7-6600u 1tb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.929.14,1
5110,a389,w3177,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 256gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520,$1.929.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 256gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader intel hd graphics 520 $1.929.14,1
5111,a389,w3178,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520,$1.949.14,lenovo,,windows 10 pro,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 512gb ssd 16gb ram 14 wqhd ips (2560x1440) display fingerprint reader ac wifi intel hd graphics 520 $1.949.14,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 1tb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520,$1.929.14,lenovo,,windows 10,lenovo thinkpad x1 carbon 4 business ultrabook - windows 10 pro - intel core i7-6600u 1tb ssd 16gb ram 14 fhd ips (1920x1080) display fingerprint reader intel hd graphics 520 $1.929.14,1
