id,product title,price,average battery life,brand,display resolution,hard disk size,laptop computer type,operating system,processor (cpu) manufacturer,processor count,processor speed,ram size,screen size
a2558,Acer 13.3 Aspire Win 8 Touch Laptop i7-3517U 1.9GHz 4GB 256GB SSD | S7-391-9839,$967.00,,Acer,,256 GB,PC,Windows 8,1.9 GHz Intel Core i7,4,1.9 GHz,4 GB,13.3in
a2559,ASUS ROG G752 17.3 FHD Premium Gaming Laptop Intel i7-6700HQ up to 3.5GHz 16GB DDR4 1TB HDD GTX 970M DVDRW Backlit Keyboard 802.11ac Webcam USB 3.1 Windows 10 (Certified Refurbishd),$1219.00,,Asus,1920x1080,1 TB,PC,Windows 10,2.6 GHz Intel Core i7,4,2.6 GHz,16 GB,17.3in
a2560,ASUS GL703VD-WB71 BUNDLE- Upgraded 128GB SSD |17.3 FHD Screen | Intel i7-7700HQ | NVIDIA GTX 1050 4GB | 16GB | 1TB SSHD | Windows 10,$1279.00,,XOTIC PC,,1 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a2561,CUK MSI GS63VR STEALTH PRO Gamer VR Ready Notebook (Intel i7-7700HQ 32GB DDR4 512GB NVMe SSD + 2TB HDD NVIDIA GTX 1060 6GB) - 15.6 Full HD Windows 10 Portable Ultrabook Gaming Laptop Computer,$1749.99,,Computer Upgrade King,,2512 GB,PC,Windows 10 Home,2.8 GHz Intel Core i7,4,2.8 GHz,32 GB,15.6in
a2562,Apple MacBook Pro 15 512GB 2.8GHz i7 with Touch Bar Silver (3 Year AppleCare+16GB RAM Mid 2017) Factory Upgraded MPTU2LL/A - Z0UD0000X,$2779.00,10 hours,Apple,,512,Mac,Mac OS X,2.8 GHz Intel Core i7,2,2.8 GHz,16 GB,13in
a2563,2018 Premium Dell Inspiron 15 Gaming Edition 5577 Laptop Computer (15.6 Inch FHD Display Intel Quad-Core i7-7700HQ 2.8GHz 16GB RAM 512GB SSD + 2TB HDD NVIDIA GTX 1050 4GB Graphics Windows 10),$1249.00,,Dell,1920x1080,512 GB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,15.6in
a2564,Samsung NP300E5K-L04US Notebook 3 15 Laptop,$525.99,6 hours,Samsung,1920x1080 pixels,1 TB,PC,Windows 10,2.2 GHz Intel Core i5,1,2.2 GHz,4 GB,15in
a2565,CF-31 Panasonic Toughbook System - Intel Core i5 2.4GHz CPU - NEW 120GB SSD Preinstalled with Win 7 Pro & MS Office - 8GB RAM - 13.1 TOUCHSCREEN - WiFi - DVD/CD-RW,$839.95,,Quality Refurbished Computers,,120 GB,PC,Windows 7 Professional,2.4 GHz Intel Core i5,2,2.4 GHz,8 GB,13.1in
a2566,Asus Transformer Book Flip Tp200sa-uhbf Signature Edition 2 in 1 Pc,$259.00,,ASUS,,32 GB,PC,Windows 10,1.6 GHz Intel Celeron,2,1.6 GHz,2 GB,11.2in
a2567,Lenovo ThinkPad Helix-G2 Detachable Intel M5Y10C/ICM 0.8 GHz 128 GB Intel HD5300/IGP Windows 10 Pro (64-bit) Black 11.6 FHD,$429.00,,Lenovo,,128 GB,,Windows 10 Pro (64-bit),0.8 GHz Intel Core i5,2,0.8 GHz,0.8 GB,11.6in
a2568,2018 Flagship HP 15.6 Inch Touchscreen Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz 8GB DDR4 RAM 128GB SSD DVD WiFi Intel HD Graphics 620 HD Webcam Windows 10) Silver,$639.00,,HP,1366x768,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a2569,2018 HP Touchscreen Notebook 15.6 Inch Premium Flagship High Performance Laptop Computer (Intel i7-8550U Up to 4GHz 16GB RAM 250GB SSD DVD WiFi HD Webcam Windows 10 Home) Black/Gray Lid,$809.99,7 hours,HP,1366x768,250 GB,PC,Windows 10,1.8 GHz Intel Core i7,2,1.8 GHz,16 GB,15.6in
a2570,2018 Acer 15.6 Inch Flagship Notebook Laptop Computer (Intel Core i5-7200U 2.5GHz 12GB RAM 256GB SSD Intel HD Graphics 620 WiFi SD Card Reader HDMI HD Webcam Windows 10),$609.00,,Acer,1366 x 768,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,12 GB,15.6in
a2571,Apple MacBook Pro 13.3-Inch Laptop Intel Core i5 2.5GHz 500 GB Hard Drive 16GB DDR3 Memory DVD Burner ( VERSION),$1349.99,7 hours,Apple,1280x800,500 GB,Mac,Mac OS X,2.5 GHz Intel Core i5,2,2.5 GHz,16 GB,13.3in
a2572,CTL 11.6 Chromebook NL61 Education Intel Celeron 1.6 GHz 4 GB RAM 32 GB SSD White (NBCNL61),$228.94,14 hours,CTL,1366 x 768 pixels,32.0,Chrome OS,Chrome,1.6 GHz Celeron 450,4,1.6 GHz,4 GB,11.6in
a2573,Asus Q534UX 2-in-1 - 15.6 4K Touch - 7Gen i7-7500U - GTX 950M - 16GB - 2TB HDD+512GB SSD,$1499.99,,Asus,,2512 GB,,Windows 10,Intel Core i7,2,,16 GB,15.6in
a2574,2018 HP Flagship Newest 11.6 Touch Chromebook (1366 x 768) Intel Celeron N3060 (Up to 2.48 GHz 2 MB Cache 2 Cores) 4GB Memory 16GB eMMC Storage Intel HD Graphics 400 Chrome OS,$239.99,11.5 hours,HP Flagship Laptop,,16 GB,PC,Chrome OS,1.6 GHz Intel Core Duo,2,1.6 GHz,4 GB,11.6in
a2575,2017 Lenovo ThinkPad X270 12.5 Inch Anti-Glare FHD IPS (1920x1080) Premium Flagship Laptop (Intel Core i7-7500U 2.7GHz 8GB DDR4 RAM 256GB SDD Intel HD Graphics 620 WiFi Windows 10) Black,$1098.99,9 hours,Lenovo,1920x1080,256 GB,PC,Windows 10,2.7 GHz Intel Core i7,2,2.7 GHz,8 GB,12.5in
a2576,HP 455 G3 W4E07UT#ABA 15.6-Inch Laptop ProBook 1.80 GHz AMD A10-SeriesA10-8700P 16 GB RAM1 TB Hard Drive Windows 10,$531.00,,HP,,1 TB,PC,Windows 10,1.8 GHz AMD A Series,1,1.8 GHz,0 GB,15.6in
a2577,HP - 15.6 Touch-Screen Laptop (Model) Intel Core i3 - 6GB Memory - 1TB Hard Drive Intel HD Graphics 520 1 USB 3.0 port HDMI SuperMulti DVD/CD burner Black,$449.99,6 hours,HP,1366*768,1 TB,,Windows 10,2.4 GHz Core i3-550,2,2.4 GHz,6 GB,15.6in
a2578,MSI GT83VR TITAN SLI-253 IPS Level 18.4 Hardcore Gaming Laptop GTX 1070 Dual SLI i7-7920HQ 16GB 1TB Windows 10 w/ Built-in Mechanical Keyboard,$3885.28,,MSI,1920x1080 pixels,1024 GB,PC,Windows 10 Home,3.1 GHz Intel Core i7,1,3.1 GHz,16 GB,18.4in
a2579,Acer Aspire E 11 ES1-111M-C40S 11.6-Inch Laptop (Diamond Black),$240.64,5 hours,Acer,1366 x 768 pixels,32,,Windows 8,2.16 GHz Intel Celeron,2,2.16 GHz,2 GB,11.6in
a2580,MSI GT72VR Dominator Pro-448 17.3 120Hz 5ms Display Powerful Gaming Laptop Core i7-7700HQ GTX 1070 16GB 256GB SSD + 1TB VR Ready,$2754.00,,MSI,1920 x 1080 pixels,256.0,PC,Windows 10,2.8 GHz Intel Core i7,2,2.8 GHz,16 GB,17.3in
a2581,2018 MSI Flagship Stealth Pro-230 15.6” UltraThin Gaming LaptopIntel Core i7-7700HQ Up to 3.8 GHz 16GB DDR4 2400 MHz 256GB NVMe SSD + 2TB VR Ready 5400 RPMNVIDIA's GTX 1060 6G GDDR5 Wins10,$1835.99,,MSI Flagship,,256 GB,PC,Windows 10,2.8 GHz Intel Core i7,2,2.8 GHz,16 GB,15.6in
a2582,Jumper EZpad 6 pro 2 in 1 Tablet 11.6 Intel Quad Core Processor IPS 1080P 6GB 64GB Tablets Pc (with Keyboard Silver),$295.99,,Jumper,1920x1080,64 GB,PC,,1.1 GHz Intel Celeron,4,1.1 GHz,6 GB,11.6in
a2583,ASUS VivoBook Pro 15 N580VD-DS76T (i7-7700HQ 32GB RAM 256GB SATA SSD + 1TB HDD NVIDIA GTX 1050 4GB 15.6 4K UHD Windows 10) Touchscreen Laptop,$1585.00,,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,32 GB,15.6in
a2584,Apple MacBook Pro 15 Z0UB0002C with Touch Bar: 2.8GHz quad-core Intel Core i7 16GB RAM 512GB Radeon Pro 555 - Space Gray (Mid 2017),$2559.00,,Apple,2880 X 1800,512 GB,Mac,Mac OS X,2.8 GHz Intel Core 2 Quad,4,2.8 GHz,16 GB,15.4in
a2585,HP Pavilion 17.3 Laptop Computer AMD Quad-Core A10-9600P up to 3.3GHz 4GB DDR3 RAM 500BB HDD DVDRW USB 3.0 HDMI Bluetooth HD Webcam WIFI Rj-45 Windows 10 Home,$418.00,,HP,1600 x 900,500 GB,PC,Windows 10,2.4 GHz AMD A Series,4,2.4 GHz,4 GB,17.3in
a2586,Dell XPS 12 XPSU12-5327CRBFB 12.5-Inch Convertible 2 in 1 Touchscreen Ultrabook (Carbon Fiber) [Discontinued By Manufacturer],$999.99,,Dell,1920x1080,128,,Windows 8,2.6 GHz Intel Core i5-4200U,,2.6 GHz,4 GB,12.5in
a2587,CHROMEBOOK 3380 13.3IN NON TCH,$324.99,,,,0 GB,,Unknown,Unknown,1,0 MHz,0 GB,13.3in
a2588,Acer Chromebook 15 CB5-571-C4T3 (15.6-Inch HD 2GB RAM 16GB SSD),$290.29,9 hours,Acer,1366 x 768 pixels,16.0,,Chrome,1.5 GHz Intel Celeron,2,1.5 GHz,2 GB,15.6in
a2589,Lenovo IdeaPad Flagship High Performance 17.3 inch HD+ Laptop PC | Intel Core i5-7200U | 8GB RAM | 1TB HDD | DVD +/-RW | Dolby Audio | Windows 10,$544.00,,Lenovo,,1 TB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a2590,Lenovo ThinkPad P50 Mobile Workstation Laptop - Windows 10 Pro - Intel Xeon E3-1505M 64GB RAM 2TB SSD 15.6 4K UHD IPS (3840x2160) Display NVIDIA Quadro M2000M Pantone Color Sensor,$3699.15,,Lenovo,3840x2160,2 TB,,Windows 10 Pro,Intel,4,3.7 GHz,64 GB,15.6in
a2591,Acer Predator Helios 300 17.3 Full HD Gaming Laptop - 7th Gen Intel Core i7-7700HQ Processor up to 3.80GHz 32GB Memory 1TB SSD + 2TB HDD 6GB Nvidia GeForce GTX 1060 Graphics Windows 10,$1999.00,,Acer,,3000 GB,PC,Windows 10 Home,3.8 GHz Intel Core i7,1,3.8 GHz,32 GB,17.3in
a2592,HP Touchsmart 15-f010dx 15.6 Touch Screen Laptop - Intel Core i3 / 4GB Memory / 500GB Hard Drive / DVD±RW/CD-RW / Webcam / Windows 8.1 64-bit,$389.88,,HP,,500 GB,,Windows 8;,Intel Core i3,,,4 GB,15.6in
a2593,Lenovo Thinkpad yoga 260 2-in-1 12.5 Touchscreen laptop - Intel Dual-core i5-6200U up to 2.8 GHz 8GB DDR4 128GB SSD Win 10 Pro silver,$759.00,,Lenovo,,128 GB,PC,Windows 10 PRO,3 GHz Intel Core i5,2,3 GHz,8 GB,12.5in
a2594,Aspire 3 A315-51-31RD 15.6-Inch i3-7100U 8GB 1TB Windows 10,$430.79,6.5 hours,Acer,,0 GB,,Unknown,8032,2,0 MHz,0 GB,15.6in
a2595,Dell D630 Core 2 Duo @ 2.0GHz Laptop Notebook 4GB. 120GB. DVD±RW Bluetooth WiFi,$305.24,2 	minutes,Dell,1440 x 900 pixels,120 GB,PC,Windows 7;,2 GHz Core 2 Duo,1,2 GHz,4 GB,14.1in
a2596,Dell Inspiron 3000 Series 15.6 Non-Touch Notebook (Red) Intel Core i3-4005U 4GB Memory 500 GB Hard Drive with Windows 10,$210.00,6.3 hours,Dell,,500 GB,PC,Windows 10 Home (64-bit),1.7 GHz Intel Core i3,1,1.7 GHz,0 GB,15.6in
a2597,Dell Latitude E5470 14” Laptop - 0KR4W (14” HD Display i5-6300U 2.40GHz 8GB DDR4 RAM 128GB SSD Bluetooth Windows 7/10 64),$989.99,,Dell,1366x768 pixels,128,PC,Windows 10 Pro,2.4 GHz Intel Core i5,1,2.4 GHz,8 GB,14in
a2598,2017 Dell Inspiron 13.3 FHD IPS Touchscreen Convertible Laptop 7th Generation Intel Core i5 8GB RAM 256GB SSD MaxxAudioBacklit KeyboardWindows 10 (8GB+256GB SSD),$749.00,,UpgradePro,1920 x 1080,256 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,13.3in
a2599,Dell XPS 13ULT-7144sLV 13.3-Inch Touchscreen Laptop,$799.99,,Dell,1920x1080,256,,Windows 8,1.7 GHz Intel Core i7,2,1.7 GHz,8 GB,13.3in
a2600,2018 HP Flagship Convertible 2in1 15.6 inch Touchscreen FHD IPS Laptop (1920 x 1080) Intel Core i7-8550U (Up to 4GHz) 1TB Hard Drive 8GB DDR4 SDRAM 2GB Radeon 530 Dedicated Win 10 2 Year Warraty,$789.99,9 hours,HP Laptop Flagship,,1 TB,PC,Windows 10,1.8 GHz Intel Core i7,4,1.8 GHz,8 GB,15.6in
a2601,2016 Lenovo 15.6-inch Premium High Performance Laptop Intel Core i7-6500U (2.50 GHz) 8GB DDR3L 1TB HDD DVD RW Drive HDMI VGA WiFi Bluetooth Webcam Windows 10 64bit,$599.99,,Lenovo,,1 TB,PC,Windows 10,2.5 GHz Intel Mobile CPU,2,2.5 GHz,8 GB,15.6in
a2602,Dell Inspiron I3452-600BLK 14-Inch Laptop (Intel Celeron N3050 Processor  2GB Memory 32GB eMMC flash memory Windows 10),$178.88,,Dell,1366 x 768,32 GB,,other,Intel Celeron,1,,0 GB,14in
a2603,Thinkpad E570 Core I7-75000U W10P64En 8.0Gb 1X500Gb Sata 15.6 Fhd Ips 1920X,$944.99,7 hours,Lenovo,,0 GB,,Unknown,8032,2,0 MHz,8 GB,15.6in
a2604,Dell Inspiron 17 5000 Series 5767 17.3 Full HD Laptop - 7th Gen. Intel Core i7-7500U Processor up to 3.50 GHz 32GB Memory 1TB SSD 4GB AMD Radeon R7 M445 Graphics Windows 10 Pro,$1749.00,,Dell,1920x1080,1 TB,PC,Windows 10 Professional,3.5 GHz Intel Core i7,1,3.5 GHz,32 GB,17.3in
a2605,2018 Premium Newest HP 15.6 Inch Flagship Notebook Laptop Computer (AMD Dual-Core A6-9220 APU 2.5GHz 4GB DDR4 RAM 512GB SSD USB 3.1 WiFi Bluetooth HD Webcam Super DVD Burner Windows 10) Black,$499.00,,HP,1366x768,512 GB,PC,Windows 10,1.8 GHz AMD A Series,2,1.8 GHz,4 GB,15.6in
a2606,Lenovo IdeaPad 15.6 Inch HD Laptop (Intel Dual-Core Celeron N3060 1.6 GHz Processor 4GB RAM 500GB HDD DVD RW Bluetooth Webcam WiFi HDMI Windows 10) Black,$298.69,3 hours,Lenovo,1366x768,500 GB,PC,windows 10,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,15.6in
a2607,Vizio CT14-A0 14-Inch Thin Light Ultrabook Laptop PC (1.80GHz Intel Core i3-3217U Processor 4GB RAM 128GB SSD Windows 7 Home Premium) Silver,$979.99,6 hours,VIZIO,1600x900,128,PC,Windows 7;,1.8 GHz Intel Core i3,2,1.8 GHz,4 GB,14in
a2608,Newest HP Flagship High Performance 11.6 inch HD Touchscreen Laptop PC Intel Celeron N3060 Dual-Core 4GB RAM 16GB eMMC WIFI Chrome OS,$248.02,,HP,,16 GB,PC,Chrome OS,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,11.6in
a2609,2018 Flagship HP Pavilion 14 WLED HD Premium Business Laptop - Intel Dual-Core i5-7200U Up to 3.1GHz 12GB DDR4 128GB SSD+1TB HDD B&O PLAY 802.11ac Bluetooth HDMI USB Type-C Backlit Keyboard Win 10,$699.00,,HP,1366 x 768,128 GB,Home and Business HD Laptop,Windows 10 Home 64-Bit,2.5 GHz Intel Core i5,2,2.5 GHz,12 GB,14in
a2610,HP 17.3-Inch FHD (1920 x 1080) IPS Laptop 7th Intel Core i7-7500U 16GB DDR4 RAM 2TB HDD AMD R7 M440 Graphics 4GB DVD HDMI Bluetooth Backlit Keyboard Windows 10-Silver,$899.99,6 hours,HP,1920 X 1080,2 TB,PC,Windows,2.7 GHz Intel Core i7,1,2.7 GHz,16 GB,17.3in
a2611,ALLDOCUBE/Cube 2 in 1 Laptop i7-T Plus 11.6 inch 1920 x 1080 HD Touchscreen Notebook (Intel Atom x5-Z8350 2GB RAM 32GB ROM Windows 10 Home 64 Support HDMI Output Black (Keyboard Included),$199.99,8.5 hours,ALLDOCUBE,1920*1080,32 GB,PC,Windows 10,Atom x5 Z8300,4,,2 GB,11.6in
a2612,2017 Newest Acer Premium Business Flagship Chromebook PC 15.6 FHD 1920x1080p Display Intel Celeron Processor 4GB RAM 16GB eMMC Hard Drive 802.11AC HDMI Webcam Bluetooth 9 hour Battery Chrome OS-White,$249.00,9 hours,Acer,1920x1080,16 GB,PC,Chrome OS,1.5 GHz Intel Celeron,2,1.5 GHz,4 GB,15.6in
a2613,2018 Lenovo Flagship High Performance IdeaPad 320 15.6 inches Laptop (1366x768) with 3x Faster WiFi Intel Celeron Dual Core N3350 Processor 2.40GHz Intel HD Graphics 500 4GB RAM 1TB HDDWindows 10,$299.00,,Lenovo Flagship,,1 TB,PC,Windows 10,2.4 GHz Intel Core 2 Duo,2,2.4 GHz,4 GB,15.6in
a2614,2017 HP 14 HD SVA BrightView Backlit Screen Premium High Performance Chromebook Intel Celeron Processor 4GB RAM 16GB SSD WIFI Bluetooth HDMI Webcam USB 3.0 Chrome OS,$248.57,8 hours,HP,1366x768,16 GB,PC,Chrome OS,2.16 GHz Intel Celeron,2,2.16 GHz,4 GB,14in
a2615,HP 14 HD High Performance Laptop PC with Intel Dual Core 1.6 GHz 2GB RAM 32GB SSD HDMI Webcam USB 3.0 Windows 10 (Blue),$209.00,8 hours,HP,,32 GB,PC,Windows 10 Home,1.6 GHz Intel Celeron,2,1.6 GHz,2 GB,14in
a2616,PROSTAR Clevo PA71HS-G 17.3” Full HD IPS Matte Display Gaming Laptop with G-Sync Intel Core i7-7700HQ 16GB DDR4 GTX 1070 256GB NVMe SSD 1TB HDD Windows 10 Home Wi-Fi+Bluetooth 1-Year Warranty,$1699.00,,Prostar,1920 x 1080,1 TB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a2617,ASUS C300SA-DS02-RD Chromebook 13.3 HD with 16GB Storage & 4GB RAM (Red),$239.99,15 hours,Asus,1366*768 pixels,16.0,,Chrome,1.6 GHz Intel Celeron,2,1.6 GHz,4 GB,13.3in
a2618,2018 Newest Lenovo Flagship Laptop 17.3 (1600 x 900) Display Intel Core i5-7200 Processor 8GB DDR4 Memory 1TB Hard Drive Windows 10 Platinum gray,$599.99,5 hours,Lenovo laptop Flagship,,1 TB,PC,Windows 10,2.5 GHz Intel Core i7,2,2.5 GHz,8 GB,17.3in
a2619,Dell Latitude E5570 Business Laptop Intel i7-6600U 8GB DDR4 500GB HDD AMD Radeon R7 M360 2GB Graphics Win 10 Pro,$997.95,,Dell,1366x768,500 GB,PC,Windows 10 Professional,2.6 GHz Intel Core i7,2,2.6 GHz,8 GB,15.6in
a2620,MSI GE72MVR APACHE PRO-001 17.3 inch Intel Core i7-7700HQ 2.8GHz/ 16GB DDR4/ 1TB HDD + 256GB SSD,$1899.99,,MSI,,0 GB,,Microsoft Windows 10,2.8 GHz Intel Core i7,2,2.8 GHz,16 GB,17.3in
a2621,Dell Inspiron 15.6-inch HD Touchscreen Laptop PC (2018 Model) Intel i5-7200U 2.5GHz 8GB RAM 2TB HDD DVD +/- RW Intel HD Graphics 620 MaxxAudio Bluetooth HDMI WiFi Windows 10,$524.00,,Dell,,2 TB,,Windows 10,2.5 GHz,2,2.5 GHz,8 GB,15.6in
a2622,Acer Chromebook 15 C910-C37P 15.6-Inch Chromebook (1.5 GHz Intel Celeron 3205U Dual-core processor 4GB memory 32GB SSD Chrome OS),$365.00,8 hours,Acer,1920 x 1080 pixels,32,,Chrome OS,1.5 GHz Intel Celeron,1,1.5 GHz,4 GB,16in
a2623,Lenovo ThinkPad P51 Mobile Workstation Laptop - Windows 10 Pro - Intel Xeon E3-1505M 64GB RAM 4TB SSD 15.6 UHD 4K 3840x2160 Display NVIDIA Quadro M2200M 4GB GPU Secure Smart Card Reader,$4199.21,,Lenovo,3840x2160,4 TB,,Windows 10 Pro,Intel,4,4 GHz,64 GB,15.6in
a2624,Dell Inspiron 15 7000 Series i7537T-1122sLV 15-Inch Touchscreen Laptop (Intel Core i5 Processor 6GB RAM),$699.99,,Dell,1366x768 pixels,1 TB,PC,Windows 8,2.7 GHz Intel Core i5,1,2.7 GHz,6 GB,15in
a2625,Hp Pavilion 17.3 Inch HD+ Business Laptop (Intel Core i5-7200u 8GB DDR4 RAM 128G SSD + 1TB HDD Bluetooth HDMI NO DVD Driver Windows 10),$659.99,6.8 hours,HP,1600x900,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,17.3in
a2626,Dell XPS 13 9360 13.3 Laptop 7th Gen Intel Core i5-7200U 8GB RAM 256GB NVME SSD Machined Aluminum Display Silver Win 10,$999.90,,,,256,,,Intel Core i5,2,,8 GB,13.3in
a2627,2018 Acer 15.6 Inch Flagship Notebook Laptop Computer (Intel Core i3-7100U 2.4GHz 4GB RAM 128GB SSD Intel HD Graphics 620 WiFi SD Card Reader HDMI HD Webcam Windows 10),$449.00,,Acer,1366 x 768,128 GB,PC,Windows 10,2.4 GHz Intel Core i5,2,2.4 GHz,4 GB,15.6in
a2628,Acer Aspire V 17 Nitro Black Edition Intel i7 NVIDIA GeForce GTX1060 17.3” Full HD Tobii Eye Tracking.16GB DDR4 512GB SSD VN7-793G-758J,$1599.99,6 hours,Acer,1920 x 1080 pixels,512.0,,Windows 10,2.8 GHz Intel Core i7,1,2.8 GHz,16 GB,17.3in
a2629,PRECISION 3510 I5-64400 NON,$1999.11,,,,,,,Intel,4,,8 GB,15.6in
a2630,Lenovo TP E475 AP/2.3 2C 14 4GB 500GB 1YR W10P 20H40006US,$444.45,,Lenovo,,0 GB,,Unknown,8032,2,0 MHz,4 GB,14in
a2631,Lenovo ThinkPad X1 Carbon Touch 3rd Generation - 20BS003EUS: Intel i7-5600U processor 14-Inch WQHD Multi-Touch Screen 8GB RAM 256GB SSD Opal2 Windows 8.1 Pro 64-bit,$1669.00,9.9 hours,Lenovo,2560 x 1440 pixels,256,PC,Windows 8,2.6 GHz Intel Core i7,2,2.6 GHz,8 GB,14in
a2632,Lenovo 20J10046US Tp 13 Cel/1.8 4gb 128gb Ssd Cam Bt W10p,$560.58,,,1366x768 pixels,0 GB,,Windows 10 Pro,Intel,1,1.8 GHz,4 GB,13.3in
a2633,CUK HP Omen 17 Gamer VR Laptop (NVIDIA GTX 1070 8GB Intel i7-7700HQ 16GB RAM 256GB PCIe SSD + 1TB HDD) - Best 17.3 Full HD IPS 120Hz - VR Ready Gaming with Windows 10 Notebook Computer,$1699.99,,Computer Upgrade King,1920 x 1080,1256 GB,PC,Windows 10 Home x64-bit,2.8 GHz Intel Core i7,4,2.8 GHz,16 GB,17.3in
a2634,HP ProBook 450 G5 15.6 Touchscreen LCD Notebook - Intel Core i5 (8th Gen) i5-8250U Quad-core (4 Core) 1.60 GHz - 8 GB DDR4 SDRA (2TA30UT),$741.48,,HP,,256,,Unknown,8032,4,0 MHz,0 GB,15.6in
a2635,ASUS G751JT 17-Inch Gaming Laptop [2014 model],$1639.00,4 hours,Asus,1920*1080 pixels,256.0,,Windows 8,2.6 GHz Intel Core i7,4,2.6 GHz,16 GB,17in
a2636,HP Envy 15t High Performance Laptop PC with Full HD Touchscreen ( Intel i7 Processor 16GB RAM 1TB HDD + 1TB SSD 15.6 Inch FHD (1920 x 1080) Touchscreen Windows 10),$1319.00,,hp,,,,,Intel,,,16 GB,15.6in
a2637,2016 Dell Inspiron 5000 Touchscreen 15.6 FHD Laptop 6th Intel Core i5-6200U up to 2.8GHz 8 GB RAM 1 TB HDD DVD Backlit keyboard HDMI Bluetooth 802.11ac RealSense 3D Webcam Windows 10,$639.95,,Dell,1920x1080,1 TB,PC,Windows 10,2.8 GHz Intel Core i5,2,2.8 GHz,8 GB,15.6in
a2638,HP EliteBook x360 1BT00UT#ABA 13.3 2 in 1 Laptop Silver,$1818.00,15.25 hours,HP,1920x1080 pixels,512,,Windows 10 Pro,2.9 GHz 8032,2,2.9 GHz,16 GB,13.3in
a2639,ASUS ROG GL753VE Gaming 17.3 Full HD Laptop - 7th Gen i7-7700HQ Processor up to 3.80 GHz 32GB Memory 2TB Solid State Drive 4GB NVIDIA GeForce GTX 1050Ti Graphics Windows 10 Pro Metalic Black,$2259.00,,Asus,1920 x 1080,2 TB,PC,Windows 10 Pro,3.8 MHz Intel Core i7,1,3.8 MHz,32 GB,17.3in
a2640,Asus X551MAV 15.6-inch Laptop (Intel Celeron 2.16GHz Processor 4GB RAM 500GB HDD Windows 8.1) Black,$329.99,,Asus,1366 x 768,500 GB,,Windows 8;,2.16 GHz Intel Celeron,,2.16 GHz,4 GB,15.6in
a2641,Apple MacBook Pro 13 (upgraded from MPXY2LL/A) with Touch Bar 3.5GHz dual-core Intel Core i7 1TB 16GB RAM - Silver (Mid 2017),$2899.00,,Apple,2560 x 1600,1 TB,Mac,Mac OS,3.5 GHz Intel Core 2 Quad,2,3.5 GHz,16 GB,13.3in
a2642,HP Pavilion - 15t Laptop i5-6200U intel CoreProcessor 6GB 1TB HDD Windows 10 M7H64AV,$464.99,,HP,,1 TB,PC,other,Intel Core i5,,,6 GB,15.6in
a2643,Lenovo ThinkPad T470s Laptop with Intel Core i5-7200U 4GB DDR4 RAM 180GB SSD Black - 14 - Black - 20HF005NUS,$1024.03,,Lenovo,1920x1080 pixels,180,PC,Windows 10 Pro,2.5 GHz 8032,1,2.5 GHz,4 GB,14in
a2644,AORUS X7 v7-KL4K4D (i7-7820HK 16GB RAM 512GB NVMe SSD + 1TB HDD GTX 1070 8GB 17.3 IPS UHD Windows 10) VR Ready Gaming Notebook,$2599.00,,EXcaliberPC,,1 TB,PC,Microsoft Windows 10,2.9 GHz Intel Core i7,4,2.9 GHz,16 GB,17.3in
a2645,Premium 2018 Flagship Newest HP 15.6 Inch Touchscreen Laptop Computer (Intel 8th Gen Core i5-8250U up to 3.4GHz 8GB DDR4 RAM 128GB SSD DVD WiFi Intel HD Graphics 620 HD Webcam Windows 10),$619.00,,HP,1366x768,128 GB,PC,Windows 10,2.5 GHz Intel Core i5,2,2.5 GHz,8 GB,15.6in
a2646,ASUS Transformer Book CHI T100CHI-C1-BK(WX) 10.1 Laptop,$333.04,,Asus,1920*1200 pixels,64,,Windows 10,1.4 GHz Atom Z3775,4,1.4 GHz,2 GB,10.1in
a2647,2018 Flagship HP Pavilion 14 WLED HD Premium Business Laptop - Intel Dual-Core i5-7200U Up to 3.1GHz 16GB DDR4 1TB HDD B&O PLAY 802.11ac Bluetooth HDMI USB Type-C Webcam Backlit Keyboard Win 10,$629.00,,HP,1366 x 768,1 TB,Home and Business HD Laptop,Windows 10 Home 64-Bit,2.5 GHz Intel Core i5,2,2.5 GHz,16 GB,14in
a2648,ASUS FX73VE-WH71 High Performance 17.3 FHD Gaming and Business Laptop PC (Intel i7 Quad Core 8GB RAM 1TB HDD GTX 1050 Ti 4GB 17.3 Full HD 1920x1080 Backlit Keyboard Win 10 Home),$899.00,,MichaelElectronics2,1920 x 1080,1 TB,PC,Windows 10,2.8 GHz Intel Core i7,4,2.8 GHz,8 GB,17.3in
