id,product_title,brand,model,operating_system,extended_title
a2473,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 32gb 1tb hdd 4gb amd radeon r7 m445 windows 10 pro,dell,dell inspiron i5767,windows 10 professional,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 32gb 1tb hdd 4gb amd radeon r7 m445 windows 10 i5767 professional
a2474,hp 15 f211wm 15.6 touchscreen intel celeron n2840 dual core 4gb 500gb hdd rw hdmi windows 10 ,hp,l0t32ua,other,hp 15 f211wm 15.6 touchscreen intel celeron n2840 dual core 4gb 500gb hdd rw hdmi windows 10 l0t32ua other
a2475,hp elitebook 820 g4 12.5 windows intel core i7 2.7 ghz 8 gb 256 gb ssd 1fx44ut#aba ,hp,1fx44ut#aba,windows 10 edition,hp elitebook 820 g4 12.5 windows intel core i7 2.7 ghz 8 gb 256 gb ssd 1fx44ut#aba 10 edition
a2476,2018 dell inspiron 15.6 full hd vr ready intel quad core i5 7300hq 16gb ddr4 256gb ssd 4gb nvidia geforce gtx 1050 802.11ac hdmi win 10,dell,dell inspiron i5577,windows 10,2018 dell inspiron 15.6 full hd vr ready intel quad core i5 7300hq 16gb ddr4 256gb ssd 4gb nvidia geforce gtx 1050 802.11ac hdmi win 10 i5577 windows
a2477,2017 dell inspiron 15.6 hd 1366x768 touchscreen pc intel core i3 7100u 8gb 1tb hdmi rw usb 3.0 windows 10 black,,dell inspiron,windows 10 home,2017 dell inspiron 15.6 hd 1366x768 touchscreen pc intel core i3 7100u 8gb 1tb hdmi rw usb 3.0 windows 10 
a2478,2018 dell latitude e6520 15.6 intel core i5 2520m 2.5ghz dual core 4gb ddr3320g hdd hdmi vga windows 10 ,ast computer,,windows 10,2018 dell latitude e6520 15.6 intel core i5 2520m 2.5ghz dual core 4gb ddr3320g hdd hdmi vga windows 10 ast
a2479,hp pavilion 15 15.6 fhd touchscreen intel core i5 7200u 2.5 ghz 12gb 1tb hdd 2gb nvidia geforce 940mx usb c hdmi b&o windows 10,hp,hp15,windows 10 home,hp pavilion 15 15.6 fhd touchscreen intel core i5 7200u 2.5 ghz 12gb 1tb hdd 2gb nvidia geforce 940mx usb c hdmi b&o windows 10 hp15 home
a2480,acer travelmate p6 nx.vcsaa.001 tmp648 m 59kw 14 i5 6200u 8gb 256gb ssd,acer,nx.vcsaa.001 tmp648 m 59kw,windows 7 professional,acer travelmate p6 nx.vcsaa.001 tmp648 m 59kw 14 i5 6200u 8gb 256gb ssd windows 7 professional
a2481,hp 15 ba052wm 15.6 touchscreen windows 10 amd a10 9600p quad core apu 8gb 1tb teal b,hp,y0h40ua,windows 10,hp 15 ba052wm 15.6 touchscreen windows 10 amd a10 9600p quad core apu 8gb 1tb teal b y0h40ua
a2482,dell inspiron 15.6 fhd touchscreen 7th i7 7500u 16gb ddr4 1tb hdd amd radeon r7 m445 4gb dedicated 802.11ac hd hdmi win 10,dell,dell 15.6 full hd toouch,windows 10,dell inspiron 15.6 fhd touchscreen 7th i7 7500u 16gb ddr4 1tb hdd amd radeon r7 m445 4gb dedicated 802.11ac hd hdmi win 10 full toouch windows
a2483,2017 dell inspiron 5000 15.6 hd touchscreen pc intel core i3 7100u 12gb 1tb hdd rw windows 10 black,dell,t8tjg,windows 10,2017 dell inspiron 5000 15.6 hd touchscreen pc intel core i3 7100u 12gb 1tb hdd rw windows 10 t8tjg
a2484,thinkpad e570 core i3 7100u,lenovo,20h50042us,windows 10 pro,thinkpad e570 core i3 7100u lenovo 20h50042us windows pro
a2485,2018 acer swift 3 14 widescreen fhd ips 8 gb ddr4 sdram 256 gb solid state intel core i5 8250u at 1.6ghz windows 10 home,acer flagship,swift,windows 10,2018 acer swift 3 14 widescreen fhd ips 8 gb ddr4 sdram 256 gb solid state intel core i5 8250u at 1.6ghz windows 10 
a2486,asus vivobook 15 n580vd db74t i7 7700hq 16gb 512gb sata ssd 1tb hdd nvidia gtx 1050 4gb 15.6 full hd windows 10 touchscreen laptop,excaliberpc,n580vd db74t,microsoft windows 10,asus vivobook 15 n580vd db74t i7 7700hq 16gb 512gb sata ssd 1tb hdd nvidia gtx 1050 4gb 15.6 full hd windows 10 touchscreen excaliberpc microsoft
a2487,premium 2018 lenovo thinkpad t470p 14 intel core i5 7300hq 3.5ghz 32gb ddr4 512gb ssd hdmi windows 10 ,lenovo,lenovo t470p,windows 10 professional,premium 2018 lenovo thinkpad t470p 14 intel core i5 7300hq 3.5ghz 32gb ddr4 512gb ssd hdmi windows 10 
a2488,dell inspiron 15.6 touchscreen i3542 8333bk intel core i5 black,dell,i3542 8333bk,windows 8,dell inspiron 15.6 touchscreen i3542 8333bk intel core i5 windows
a2489,dell inspiron 13.3 full hd 2 1 touchscreen intel core i5 7200u 2.5 ghz 8gb ddr4 1tb hdd 802.11ac hdmi 2 x usb 3.0 win 10 gray,dell,dell inspiron 2 1,windows 10,dell inspiron 13.3 full hd 2 1 touchscreen intel core i5 7200u 2.5 ghz 8gb ddr4 1tb hdd 802.11ac hdmi 2 x usb 3.0 win 10 windows
a2490,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash silver,hp,hp envy x360 15t ash silver,,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp x360 15t
a2491,hp 15.6 hd pc intel core i5 6200u 8gb ddr4 128gb ssd dvdr rw windows 7 pro,hp,,windows 7 professional,hp 15.6 hd pc intel core i5 6200u 8gb ddr4 128gb ssd dvdr rw windows 7 professional
a2492,lenovo flex 3 11.6 touchscreen 2 1 pc intel celeron 4gb ddr3l 500gb hd hd 802.11b g n 4.0 windows 10,lenovo,flex 3 11 80lx0026us,windows 10,lenovo flex 3 11.6 touchscreen 2 1 pc intel celeron 4gb ddr3l 500gb hd hd 802.11b g n 4.0 windows 10 80lx0026us
a2493,dell latitude 5480 hg0np 14” hd intel core i5 7300u 2.60ghz 8gb ddr4 500gb 7200rpm hdd windows 10 64 ,dell,hg0np,windows 10 pro,dell latitude 5480 hg0np 14” hd intel core i5 7300u 2.60ghz 8gb ddr4 500gb 7200rpm hdd windows 10 64 
a2494,apple 13 macbook retina 2.3ghz intel core i5 dual core 8gb 256gb ssd space mpxt2e a spanish ,apple,mpxt2e a,macos sierra,apple 13 macbook retina 2.3ghz intel core i5 dual core 8gb 256gb ssd space mpxt2e a spanish macos sierra
a2495,hp 15 bk157cl pavilion touch 2in1 15.6 i5 7200u 8gb 500gb hdd 8gb ssd,hp,x7q92ua,win 10,hp 15 bk157cl pavilion touch 2in1 15.6 i5 7200u 8gb 500gb hdd 8gb ssd x7q92ua win 10
a2496,2016 hp envy x360 convertible intel® core™ i5 processo 15.6 diagonal full hd 1920 x 1080 touchscreen multi touch 12gb ddr3l sdram 1tb hdd hdmi no drive,hp,x0s30ua,windows 10,2016 hp envy x360 convertible intel® core™ i5 processo 15.6 diagonal full hd 1920 x 1080 touchscreen multi touch 12gb ddr3l sdram 1tb hdd hdmi no x0s30ua windows
a2497,toughbook rugged 14 touchscreen panasonic cf 53 i5 2.5ghz 120gb solid state 8gb windows 7 ms office cd rw,quality computers,cf53i58gb120gbn,windows 7 professional,toughbook rugged 14 touchscreen panasonic cf 53 i5 2.5ghz 120gb solid state 8gb windows 7 ms office cd rw quality computers cf53i58gb120gbn professional
a2498,dell xps 2 1 11.6 quad hd touch intel core i5 4gb 128gb solid state carbon fiber,dell,xps11 9091cfb,windows 8 ,dell xps 2 1 11.6 quad hd touch intel core i5 4gb 128gb solid state carbon fiber xps11 9091cfb windows 8 
a2499,apple macbook early 2015 12 226ppi retina intel core m 5y71 dual core 256gb pci e ssd 8gb ddr3 802.11ac macos 10.11 el capitan ,apple,mk4n2ll au1 a,mac x,apple macbook early 2015 12 226ppi retina intel core m 5y71 dual core 256gb pci e ssd 8gb ddr3 802.11ac macos 10.11 el capitan mk4n2ll au1 a x
a2500,sf314 52 52sy i5 8250u 1.6g 8gb,acer,nx.gqlaa.001,unknown,sf314 52 52sy i5 8250u 1.6g 8gb acer nx.gqlaa.001 unknown
a2501,cuk lenovo thinkpad edge e470 14 pc i7 7500u 32gb 512gb ssd nvidia geforce 940mx 2gb full hd windows 10 2017 computer,computer upgrade king,e470,windows 10 x64,cuk lenovo thinkpad edge e470 14 pc i7 7500u 32gb 512gb ssd nvidia geforce 940mx 2gb full hd windows 10 2017 upgrade king x64
a2502,2018 asus zenbook 13.3 wqhd 2560 x 1440 touchscreen intel core i7 5500u 2.4 ghz 8gb 256gb ssd hdmi windows 10,asus,zenbook 13,windows 10,2018 asus zenbook 13.3 wqhd 2560 x 1440 touchscreen intel core i7 5500u 2.4 ghz 8gb 256gb ssd hdmi windows 10 asus
a2503,hp omen 17.3 1ql51ua#aba ,hp,1ql51ua#aba,windows 10,hp omen 17.3 1ql51ua#aba windows 10
a2504,dell f7ypc latitude 3480 14 hd intel core i3 6006u 4gb ddr4 500gb windows 10 ,dell,f7ypc,windows 10 pro,dell f7ypc latitude 3480 14 hd intel core i3 6006u 4gb ddr4 500gb windows 10 
a2505,msi ge62vr apache 021 15.6 12gb 128gb ssd 1tb hdd geforce gtx 1060 win10 notebook,msi,ge62vr apache 021,windows 10,msi ge62vr apache 021 15.6 12gb 128gb ssd 1tb hdd geforce gtx 1060 win10 windows
a2506,dell inspiron 17 5000 series 5770 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 32gb 1tb ssd 2tb hdd 4gb amd radeon 530 windows 10 silver,dell,dell inspiron i5770,windows 10 pro,dell inspiron 17 5000 series 5770 17.3 full hd 8th gen intel core i7 8550u 4.0 ghz 32gb 1tb ssd 2tb hdd 4gb amd radeon 530 windows 10 i5770
a2507,lenovo thinkpad helix 36984mu 12 1.8 ghz intel corei5 3427u 4gb 180gb windows 8 ,lenovo,36984mu,windows 8 x64,lenovo thinkpad helix 36984mu 12 1.8 ghz intel corei5 3427u 4gb 180gb windows 8 x64
a2508,hp 15 ba037cl 15.6 amd qc a10 8 gb 1 tb hd windows 10,hp,x3h15ua,,hp 15 ba037cl 15.6 amd qc a10 8 gb 1 tb hd windows 10 x3h15ua
a2509,dell inspiron 15.6 intel core i3 4gb window 10 ,dell,i3542 3333bk,windows 8,dell inspiron 15.6 intel core i3 4gb window 10 i3542 3333bk windows 8
a2510,dell latitude d630 14.1 core 2 duo t7500 2.0ghz 2gb 60gb cdrw ,dell,latitude,windows xp professional,dell latitude d630 14.1 core 2 duo t7500 2.0ghz 2gb 60gb cdrw windows xp professional
a2511,dell inspiron 5000 2 1 13.3 full hd touchscreen pc intel core i7 6500u 16gb 256gb ssd waves maxxaudio media windows 10,dell,,windows 10,dell inspiron 5000 2 1 13.3 full hd touchscreen pc intel core i7 6500u 16gb 256gb ssd waves maxxaudio media windows 10 
a2512,lenovo 80vj0002us n42 14 touch chromebook intel celeron n3060 2gb 16gb chrome black,lenovo,80vj0002us,chrome,lenovo 80vj0002us n42 14 touch chromebook intel celeron n3060 2gb 16gb chrome 
a2513,asus zenbook flip ux360ca uhm1t 13.3 2 1 touchscreen intel core m3 7y30 8gb 256gb solid state windows 10,asus zenbook notebook,,windows 10,asus zenbook flip ux360ca uhm1t 13.3 2 1 touchscreen intel core m3 7y30 8gb 256gb solid state windows 10 asus zenbook notebook
a2514,lenovo y700 17.3 fhd 1920x1080 intel quad core i7 6700hq 16gb ddr4 512gb ssd 1tb hdd hdmi 802.11acnvidia gtx 960m 4gb windows 10,lenovo,lenovo y700,windows 10 home,lenovo y700 17.3 fhd 1920x1080 intel quad core i7 6700hq 16gb ddr4 512gb ssd 1tb hdd hdmi 802.11acnvidia gtx 960m 4gb windows 10 lenovo y700 home
a2515,2016 lenovo ideapad 14 pc intel celeron n3050 2gb 64gb ssd hdmi free 1 office 365 windows 10 silver,lenovo,lenovo 100s,windows 10,2016 lenovo ideapad 14 pc intel celeron n3050 2gb 64gb ssd hdmi free 1 office 365 windows 10 100s
a2516,2016 dell inspiron 15 5000 touchscreen amd quad core a10 8700p 3.2ghz 15.6 hd touch 8gb 1tb hdd rw windows 10,dell,inspiron 15 5000,windows 10,2016 dell inspiron 15 5000 touchscreen amd quad core a10 8700p 3.2ghz 15.6 hd touch 8gb 1tb hdd rw windows 10 15 5000
a2517,quality panasonic toughbook cf 31 rugged win 7 intel core i5 2.4ghz 256gb ssd 8gb cd rw,quality computers,cf31i526ghz8gb256ssdtouchnew,windows 7 professional,quality panasonic toughbook cf 31 rugged win 7 intel core i5 2.4ghz 256gb ssd 8gb cd rw computers cf31i526ghz8gb256ssdtouchnew windows professional
a2518,dell inspiron 13 5000 series 2 1 5379 13.3 full hd touch 8th gen intel core i7 8550u 4.0 ghz 32gb 4tb ssd intel uhd 620 windows 10 gray,dell,inspiron 5379,windows 10 pro,dell inspiron 13 5000 series 2 1 5379 13.3 full hd touch 8th gen intel core i7 8550u 4.0 ghz 32gb 4tb ssd intel uhd 620 windows 10 
a2519,acer intel core i5 2.50 ghz 8 gb 256 gb ssd windows 10 ,acer,a517 51g 54gk,windows 10 home,acer intel core i5 2.50 ghz 8 gb 256 gb ssd windows 10 a517 51g 54gk
a2520,dell inspiron 15 i15547 5003slv 16 tocuhscreen intel core i5 4210u 8gb 1tb hdd windows 8.1 ,dell,inspiron i5547,windows 8 ,dell inspiron 15 i15547 5003slv 16 tocuhscreen intel core i5 4210u 8gb 1tb hdd windows 8.1 i5547 8 
a2521,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 16gb ddr4 256gb ssd 1tb hdd 4gb nvidia geforce 940mx b&o usb c win 10,hp,hp pavilion,windows 10 64 bit,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 16gb ddr4 256gb ssd 1tb hdd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit
a2522,toshiba ps581u 00y01l tetra c50 d1512 intel core i5 7200u 2.5 ghz ddr4 sdram 4 gb s,toshiba,ps581u 00y01l,unknown,toshiba ps581u 00y01l tetra c50 d1512 intel core i5 7200u 2.5 ghz ddr4 sdram 4 gb s unknown
a2523,lenovo flex 5 15.6 2 1 intel core i5 8 gb 1tb hdd windows 10 80xb000jus,lenovo,80xb000jus,windows 10 home,lenovo flex 5 15.6 2 1 intel core i5 8 gb 1tb hdd windows 10 80xb000jus home
a2524,2018 hp 14 chromebook intel celeron dual core 4gb 16gb emmc 802.11ac hdmi 10 hour battery chrome blue,,,chrome os,2018 hp 14 chromebook intel celeron dual core 4gb 16gb emmc 802.11ac hdmi 10 hour battery chrome 
a2525,premium 2018 lenovo thinkpad t470p 14 intel core i5 7300hq 3.5ghz 16gb ddr4 128gb ssd hdmi windows 10 ,lenovo,lenovo t470p,windows 10 professional,premium 2018 lenovo thinkpad t470p 14 intel core i5 7300hq 3.5ghz 16gb ddr4 128gb ssd hdmi windows 10 
a2526,2018 hp 15.6 touchscreen intel core i5 7200u 2.5ghz 16gb ddr4 256gb ssd intel hd 620 hd windows 10 silver,hp,hp,windows 10,2018 hp 15.6 touchscreen intel core i5 7200u 2.5ghz 16gb ddr4 256gb ssd intel hd 620 hd windows 10 
a2527,asus x551 15 [old version],asus,x551ca dh31,windows 8 ,asus x551 15 [old version] asus x551ca dh31 windows 8 
a2528,topseller e470 i7 7500u 2.7g,lenovo,20h1004rus,unknown,topseller e470 i7 7500u 2.7g lenovo 20h1004rus unknown
a2529,premium 2018 hp omen 15 15.6 fhd 1080p intel core i7 7700hq 2.8ghz 32gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 ,hp,hp,windows 10,premium 2018 hp omen 15 15.6 fhd 1080p intel core i7 7700hq 2.8ghz 32gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 
a2530,hp 15.6 hd intel i3 kaby lake 8gb 2tb hdd 15.6 hd 1366x768 win 10 ,hp,hp 15.6 hd laptop,,hp 15.6 hd intel i3 kaby lake 8gb 2tb hdd 15.6 hd 1366x768 win 10 hp
a2531,2017 dell 2 1 latitude 13.3 full hd touchscreen pc intel core m 5y71 4gb 128gb ssd detachable windows 10 pro,dell computers,dell13,windows 10 professional,2017 dell 2 1 latitude 13.3 full hd touchscreen pc intel core m 5y71 4gb 128gb ssd detachable windows 10 computers dell13 professional
a2532,cuk gigabyte sabrepro vr ready intel i7 7700hq 16gb ddr4 256gb nvme 1tb hdd nvidia gtx 1060 6gb 15.6 full hd windows 10 computer,computer upgrade king,sabrepro,windows 10 home,cuk gigabyte sabrepro vr ready intel i7 7700hq 16gb ddr4 256gb nvme 1tb hdd nvidia gtx 1060 6gb 15.6 full hd windows 10 upgrade king
a2533,dell xps 13 9360 13.3 qhd touchscreen 7th gen intel i7 7500u 16gb 512gb nvme ssd machined win 10 professional,dell,9360,windows 10 pro,dell xps 13 9360 13.3 qhd touchscreen 7th gen intel i7 7500u 16gb 512gb nvme ssd machined win 10 windows pro
a2534,lenovo thinkpad p51 15.6 4k uhd pc intel i7 quad core 32gb 1tb hdd 512gb ssd 15.6 uhd 3840x2160 nvidia quadro m2200m win 10 ,michaelelectronics2,,windows 10,lenovo thinkpad p51 15.6 4k uhd pc intel i7 quad core 32gb 1tb hdd 512gb ssd 15.6 uhd 3840x2160 nvidia quadro m2200m win 10 windows
a2535,hp 11.6 hd ips touchscreen chromebook 2018 intel celeron n3060 2.48ghz 4gb 16gb emmc 802.11ac hdmi usb 3.1 hd 11.5 hr battery life chrome os,hp 11.6 touch chromebook,hp 11.6 touch chromebook,chrome os,hp 11.6 hd ips touchscreen chromebook 2018 intel celeron n3060 2.48ghz 4gb 16gb emmc 802.11ac hdmi usb 3.1 hd 11.5 hr battery life chrome hp 11.6 touch chromebook hp 11.6 touch chromebook
a2536,hp probook 470 g4 17.3 pc intel i7 kaby lake 16gb 1tb hdd 17.3 hd 1600 x 900 nvidia geforce 930mx supermulti bt win 10 ,hp,hp probook 470 g4,windows 10 pro,hp probook 470 g4 17.3 pc intel i7 kaby lake 16gb 1tb hdd 17.3 hd 1600 x 900 nvidia geforce 930mx supermulti bt win 10 hp windows
a2537,asus vivobook s s510ua rb51 intel core i5 7200u 8gb 1tb hdd win10 64bit,asus,90nb0fq1 m01070,windows 10,asus vivobook s s510ua rb51 intel core i5 7200u 8gb 1tb hdd win10 64bit asus 90nb0fq1 m01070 windows
a2538,acer aspire v5 122p 0857 12 touchscreen 1 ghz a4 1250 a series 4gb 500gb chill silver,acer,v5 122p 0857,windows 8 ,acer aspire v5 122p 0857 12 touchscreen 1 ghz a4 1250 a series 4gb 500gb chill windows 8 
a2539,msi gs73vr stealth 225 17.3 core i7 7700hq 16gb 2tb hdd 256 ssd gtx1060 6g vram vr ready bundle,mobile advance,,windows 10,msi gs73vr stealth 225 17.3 core i7 7700hq 16gb 2tb hdd 256 ssd gtx1060 6g vram vr ready bundle advance windows
a2540,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 32gb 1tb hdd 4gb amd radeon r7 m445 windows 10,dell,dell inspiron i5767,windows 10 home,dell inspiron 17 5000 series 5767 17.3 full hd 7th gen. intel core i7 7500u 3.50 ghz 32gb 1tb hdd 4gb amd radeon r7 m445 windows 10 i5767 home
a2541,2016 lenovo 17.3 hd intel core i5 5200u 2.2 ghz 8gb ddr3l 1tb hdd rw hdmi windows 10 black,lenovo,80q7019uge,windows 10 home,2016 lenovo 17.3 hd intel core i5 5200u 2.2 ghz 8gb ddr3l 1tb hdd rw hdmi windows 10 80q7019uge home
a2542,2017 asus convertible 2 1 15.6 fhd touchscreen intel core i7 7500u 2.7ghz 12gb ddr4 2tb hdd nvidia geforce 940mx 802.11 ac hdmi win 10,,t8tjg,windows 10 home,2017 asus convertible 2 1 15.6 fhd touchscreen intel core i7 7500u 2.7ghz 12gb ddr4 2tb hdd nvidia geforce 940mx 802.11 ac hdmi win 10 t8tjg windows home
a2543,lenovo thinkpad t570 intel core i5 7200 4gb ddr4 500gb hdd 15.6 graphite 20h9004fus,lenovo,20h9004fus,windows 10 pro,lenovo thinkpad t570 intel core i5 7200 4gb ddr4 500gb hdd 15.6 graphite 20h9004fus windows 10
a2544,2017 lenovo flex 4 2 1 14 full hd touchscreen pc intel core i7 7500u 8gb 512gb ssd windows 10 ,lenovo,,windows 10,2017 lenovo flex 4 2 1 14 full hd touchscreen pc intel core i7 7500u 8gb 512gb ssd windows 10 
a2545,hp 17.3 hd 1600x900 hd amd radeon r5 amd a10 9600p quad core 2.4ghz 4gb 500gb hdd hdmi windows 10 home,hp,hp 17,windows 10,hp 17.3 hd 1600x900 hd amd radeon r5 amd a10 9600p quad core 2.4ghz 4gb 500gb hdd hdmi windows 10 hp 17
a2546,lenovo y700 17.3 full hd extra intel core i7 16 gb 1tb hdd 256 gb ssd nvidia geforce gtx 960m windows 10 80q0008xus,lenovo,y700 80q0008xus ,windows 10,lenovo y700 17.3 full hd extra intel core i7 16 gb 1tb hdd 256 gb ssd nvidia geforce gtx 960m windows 10 80q0008xus 80q0008xus 
a2547,quality dell e6510 15.6 quad core i7 pc 8gb huge 2tb rw windows 7 ms office notebook,quality computers,e6510i716gh8gb2tbn,windows 7 professional,quality dell e6510 15.6 quad core i7 pc 8gb huge 2tb rw windows 7 ms office computers e6510i716gh8gb2tbn professional
a2548,cuk hp 17z 17.3 hd amd a9 9420 2.9ghz apu 8gb 1tb sshd radeon r5 windows 10 cheapstudent notebook,computer upgrade king,pavilion,windows 10 x64,cuk hp 17z 17.3 hd amd a9 9420 2.9ghz apu 8gb 1tb sshd radeon r5 windows 10 cheapstudent upgrade king pavilion x64
a2549,2018 hp omen 15 vr ready 15.6 fhd intel core i7 7700hq 2.8ghz 16gb 512gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 ,hp,hp,windows 10,2018 hp omen 15 vr ready 15.6 fhd intel core i7 7700hq 2.8ghz 16gb 512gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 
a2550,lenovo ideapad 710s 13.3 infinity edge fhd core i7 6560u 512gb ssd 8gb ram,lenovo,80sw009fus,windows 10,lenovo ideapad 710s 13.3 infinity edge fhd core i7 6560u 512gb ssd 8gb 80sw009fus windows
a2551,hp 15 bw071nrwindows 10 homeamd a9 94204gb ddr41tb 5400rpm sata hdda,hp,1kv26ua#aba,unknown,hp 15 bw071nrwindows 10 homeamd a9 94204gb ddr41tb 5400rpm sata hdda 1kv26ua#aba unknown
a2552,2017 asus 2 1 15.6 touch 1920x1080 intel core i5 2.5 ghz 12gb 1tb hdd ac hdmi media windows 10,asus,asus 2 1 15.6 i5,windows 10,2017 asus 2 1 15.6 touch 1920x1080 intel core i5 2.5 ghz 12gb 1tb hdd ac hdmi media windows 10 asus 2 1 15.6 i5
a2553,lenovo thinkpad 13 13.3 intel celeron 3855u 1.60ghz 2mb 13.3 hd 4g. 128g ssd windows 10 pro,lenovo,,windows 10 pro,lenovo thinkpad 13 13.3 intel celeron 3855u 1.60ghz 2mb 13.3 hd 4g. 128g ssd windows 10 windows pro
a2554,hp spectre x360 13t touch stylus 16gb 1tb ssd 7th gen. intel i7 7500u windows ink 2 1 convertible 13.3 tablet kaby lake touchscreen bang & olufsen thunderbolt 3 gyroscope ash,hp,spectrex360 13 stylus ink,windows 10,hp spectre x360 13t touch stylus 16gb 1tb ssd 7th gen. intel i7 7500u windows ink 2 1 convertible 13.3 tablet kaby lake touchscreen bang & olufsen thunderbolt 3 gyroscope ash spectrex360 13 10
a2555,lenovo 14 flex 5 multi touch 2 1 notebook,lenovo usa,80xa000vus,windows 10,lenovo 14 flex 5 multi touch 2 1 usa 80xa000vus windows 10
a2556,premium dell latitude e6520 windows 7 pc 2.5ghz core i5 16gb 1tb hdd rw ms office system,quality computer,ndle6520i525ghz16gb1tbhddnew,windows 7 professional,premium dell latitude e6520 windows 7 pc 2.5ghz core i5 16gb 1tb hdd rw ms office quality ndle6520i525ghz16gb1tbhddnew professional
a2557,premium 2018 hp 15.6 touchscreen amd a12 9720p quad core 2.7 ghz 8gb ddr4 256gb ssd windows 10 blue,hp,hp,windows 10,premium 2018 hp 15.6 touchscreen amd a12 9720p quad core 2.7 ghz 8gb ddr4 256gb ssd windows 10 hp
a2558,acer 13.3 aspire win 8 touch i7 3517u 1.9ghz 4gb 256gb ssd s7 391 9839,acer,nx.m3eaa.005,windows 8,acer 13.3 aspire win 8 touch i7 3517u 1.9ghz 4gb 256gb ssd s7 391 9839 nx.m3eaa.005 windows
a2559,asus rog g752 17.3 fhd intel i7 6700hq 3.5ghz 16gb ddr4 1tb hdd gtx 970m 802.11ac usb 3.1 windows 10 refurbishd ,asus,g752vt,windows 10,asus rog g752 17.3 fhd intel i7 6700hq 3.5ghz 16gb ddr4 1tb hdd gtx 970m 802.11ac usb 3.1 windows 10 refurbishd asus g752vt
a2560,asus gl703vd wb71 bundle upgraded 128gb ssd 17.3 fhd intel i7 7700hq nvidia gtx 1050 4gb 16gb 1tb sshd windows 10,xotic pc,asus gl703vd wb71,windows 10,asus gl703vd wb71 bundle upgraded 128gb ssd 17.3 fhd intel i7 7700hq nvidia gtx 1050 4gb 16gb 1tb sshd windows 10 xotic pc
a2561,cuk msi gs63vr stealth vr ready intel i7 7700hq 32gb ddr4 512gb nvme ssd 2tb hdd nvidia gtx 1060 6gb 15.6 full hd windows 10 computer,computer upgrade king,gs63vr,windows 10 home,cuk msi gs63vr stealth vr ready intel i7 7700hq 32gb ddr4 512gb nvme ssd 2tb hdd nvidia gtx 1060 6gb 15.6 full hd windows 10 upgrade king home
a2562,apple macbook 15 512gb 2.8ghz i7 touch bar 3 applecare 16gb mid 2017 factory upgraded mptu2ll a z0ud0000x,apple,mnqf2hn a,mac x,apple macbook 15 512gb 2.8ghz i7 touch bar 3 applecare 16gb mid 2017 factory upgraded mptu2ll a z0ud0000x mnqf2hn a os
a2563,2018 dell inspiron 15 5577 15.6 fhd intel quad core i7 7700hq 2.8ghz 16gb 512gb ssd 2tb hdd nvidia gtx 1050 4gb windows 10 ,dell,dell,windows 10,2018 dell inspiron 15 5577 15.6 fhd intel quad core i7 7700hq 2.8ghz 16gb 512gb ssd 2tb hdd nvidia gtx 1050 4gb windows 10 dell
a2564,samsung np300e5k l04us 3 15 laptop,samsung,np300e5k l04us,windows 10,samsung np300e5k l04us 3 15 windows 10
a2565,cf 31 panasonic toughbook intel core i5 2.4ghz 120gb ssd preinstalled win 7 & ms office 8gb 13.1 touchscreen cd rw,quality computers,cf31i526ghz8gb120ssdtouchnew,windows 7 professional,cf 31 panasonic toughbook intel core i5 2.4ghz 120gb ssd preinstalled win 7 & ms office 8gb 13.1 touchscreen cd rw quality computers cf31i526ghz8gb120ssdtouchnew windows professional
a2566,asus transformer book flip tp200sa uhbf 2 1 pc,asus,tp200sa uhbf,windows 10,asus transformer book flip tp200sa uhbf 2 1 pc asus tp200sa uhbf windows 10
a2567,lenovo thinkpad helix g2 detachable intel m5y10c icm 0.8 ghz 128 gb intel hd5300 igp windows 10 11.6 fhd,lenovo,4670550,windows 10 ,lenovo thinkpad helix g2 detachable intel m5y10c icm 0.8 ghz 128 gb intel hd5300 igp windows 10 11.6 fhd 4670550
a2568,2018 hp 15.6 touchscreen intel core i5 7200u 2.5ghz 8gb ddr4 128gb ssd intel hd 620 hd windows 10 silver,hp,hp,windows 10,2018 hp 15.6 touchscreen intel core i5 7200u 2.5ghz 8gb ddr4 128gb ssd intel hd 620 hd windows 10 
