_id,ltable_id,rtable_id,ltable_model,ltable_extended_title,rtable_model,rtable_extended_title,match
4346,a2369,w1412,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050ti 1tb hdd windows 10 wi fi 1 n850hk1 microsoft ,1
4348,a2369,w1419,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft ,1
4378,a2369,w1553,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,n850hp6,prostar clevo n850hp6 15.6” fhd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1060 120gb ssd 1tb hdd windows 10 wi fi 1 n850hp6 microsoft,1
4410,a2369,w1618,n850hk1,prostar clevo n850hk1 15.6” full hd ips 1920x1080 intel core i7 7700hq 8gb ddr4 gtx 1050ti 120gb ssd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,1
4432,a2398,w1203,,hp 15z touchscreen 15.6 amd dual core a6 9220 apu amd radeon r4 16gb 1tb hdd 15.6 hd sva wled touch 1366 x 768 windows 10 michaelelectronics2,hp 15 02342 hd me3,hp 15z touchscreen 15.6 amd dual core a6 9220 apu amd radeon r4 16gb 1tb hdd 15.6 hd sva wled touch 1366 x 768 windows 10 hp 15 02342 hd me3 microsoft,1
4434,a2398,w1224,,hp 15z touchscreen 15.6 amd dual core a6 9220 apu amd radeon r4 16gb 1tb hdd 15.6 hd sva wled touch 1366 x 768 windows 10 michaelelectronics2,hp 15 02344 hd me6,hp 15z touchscreen 15.6 amd dual core a6 9220 apu amd radeon r4 8gb 240gb ssd 15.6 hd sva wled touch 1366 x 768 windows 10 hp 15 02344 hd me6 microsoft,1
4437,a2398,w1232,,hp 15z touchscreen 15.6 amd dual core a6 9220 apu amd radeon r4 16gb 1tb hdd 15.6 hd sva wled touch 1366 x 768 windows 10 michaelelectronics2,hp 15 02344 hd me5,hp 15z touchscreen 15.6 amd dual core a6 9220 apu amd radeon r4 16gb 120gb ssd 15.6 hd sva wled touch 1366 x 768 windows 10 hp 15 02344 hd me5 microsoft,1
4455,a2400,w1803,1fx54ut#aba,hp elitebook 745 g4 14 windows amd a8 1.6 ghz 4 gb 500 gb hdd amd radeon r5 1fx54ut#aba 10 edition,1bs54ut#aba,hp elitebook 850 g4 15.6 core i7 7600u 16 gb 256 gb ssd 1bs54ut#aba windows 10 ,0
4464,a2412,w1304,i5368 1214gry,dell inspiron i5368 1214gry 13.3 fhd 6th intel core i34gm 500 gb hdd microsoft windows 10,i5378 4314gry,dell inspiron i53784314gry 13.3 touchscreen windows 10 intel core i5 7200u 8gb 256gb solid state i5378 4314gry,1
4470,a2426,w2951,20fcs5f100,lenovo thinkpad x1 carbon 4 20fc intel core i5 6300u 256gb ssd 8gb 14 fhd ips 1920x1080 ac wifiwindows 7 win 10 20fcs5f100,,lenovo thinkpad x1 carbon 4 windows 7 intel core i5 6200u 256gb ssd 8gb 14 fhd ips 1920x1080 intel hd 520 ,1
4487,a2426,w3078,20fcs5f100,lenovo thinkpad x1 carbon 4 20fc intel core i5 6300u 256gb ssd 8gb 14 fhd ips 1920x1080 ac wifiwindows 7 win 10 20fcs5f100,,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 256gb nvme ssd 16gb 14 fhd ips 1920x1080 intel hd 520 ,1
4507,a2426,w3223,20fcs5f100,lenovo thinkpad x1 carbon 4 20fc intel core i5 6300u 256gb ssd 8gb 14 fhd ips 1920x1080 ac wifiwindows 7 win 10 20fcs5f100,,lenovo thinkpad x1 carbon 4 windows 8.1 intel core i7 6600u 512gb ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,1
4518,a2426,w3337,20fcs5f100,lenovo thinkpad x1 carbon 4 20fc intel core i5 6300u 256gb ssd 8gb 14 fhd ips 1920x1080 ac wifiwindows 7 win 10 20fcs5f100,,lenovo thinkpad x1 carbon 4 windows 7 intel core i7 6600u 1tb nvme ssd 16gb 14 wqhd ips 2560x1440 intel hd 520 ,1
4519,a243,w224,i5379 5893gry pus,dell i5379 5893gry pus inspiron 2 1 8th gen intel core i5 8gb 256gb ssd intel uhd 620 13.3 touch windows 10,i5578 3052gry pus,dell inspiron 15 i5578 3052gry pus 15.6 full hd 2 1 convertible touchscreen intel i3 7100u 8gb 1tb hdd windows,1
4599,a2439,w3161,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 ,1
4612,a2439,w3186,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 256gb ssd 14 ips fhd 1920x1080 ,1
4614,a2439,w3188,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 ,1
4630,a2439,w3204,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 20gb 128gb ssd 14 ips fhd 1920x1080 touchscreen ,1
4650,a2439,w3241,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips fhd 1920x1080 ,1
4651,a2439,w3242,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips fhd 1920x1080 ,1
4655,a2439,w3246,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
4661,a2439,w3252,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 512gb ssd 14 ips wqhd 2560x1440 ,1
4672,a2439,w3263,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 10 intel core i7 6600u 8gb 1tb ssd 14 ips fhd 1920x1080 touchscreen ,1
4676,a2439,w3267,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
4687,a2439,w3283,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 20gb 512gb ssd 14 ips fhd 1920x1080 touchscreen ,1
4691,a2439,w3300,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,lenovo thinkpad t460s touch windows 8.1 intel core i7 6600u 12gb 1tb ssd 14 ips fhd 1920x1080 touchscreen ,1
4705,a2439,w3321,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 512gb nvme ssd 14 ips fhd 1920x1080 ,1
4718,a2439,w3347,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 8gb 1tb nvme ssd 14 ips fhd 1920x1080 ,1
4755,a2439,w3400,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips wqhd 2560x1440 ,1
4758,a2439,w3403,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 512gb nvme ssd 14 ips wqhd 2560x1440 ,1
4760,a2439,w3405,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 512gb nvme ssd 14 ips wqhd 2560x1440 ,1
4765,a2439,w3411,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 ,1
4766,a2439,w3413,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 ,1
4769,a2439,w3416,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 ,1
4770,a2439,w3417,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie touch lenovo thinkpad t460s windows 10 intel core i7 6600u 20gb 1tb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
4773,a2439,w3422,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 1tb nvme ssd 14 ips wqhd 2560x1440 ,1
4789,a2439,w3458,,lenovo thinkpad t470s windows 10 intel core i7 7600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 20gb 2tb nvme ssd 14 ips wqhd 2560x1440 ,1
4822,a2450,w3425,20fq0036us,lenovo 20fq0036us ts x1 i7 8gb 256gb fd only windows 10,20fq002yus,lenovo 20fq002yus thinkpad 14 wqhd multitouch intel core i7 6600u 20fq002yus microsoft windows,1
4825,a2454,w800,prt12u 00r002,toshiba prt12u 00r002 portege x20w d1252 intel core i5 7200u 2.5 ghz lpddr3 8 gb 25 unknown,prt12u 00r002,toshiba portégé x20w d1252 12.5 core i5 7200u 8 gb 256 gb ssd prt12u 00r002 windows 10,1
4830,a2470,w2366,pt581u 003012,toshiba pt581u 003012 tecra a50 d1532 intel core i5 7200u 2.5 ghz ddr4 sdram 8 gb 2 unknown,pt581u 003012,toshiba tecra a50 d1532 15.6 core i5 7200u 8 gb 256 gb ssd pt581u 003012 windows 10,1
4872,a2490,w398,hp envy x360 15t ash silver,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp x360 15t,hp 15 02336 x360 fhd me12,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 32gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp 15 02336 x360 fhd me12 microsoft windows,1
4882,a2490,w804,hp envy x360 15t ash silver,hp envy x360 15t 2 1 convertible pc amd 7th gen quad core fx 9800p apu amd radeon r7 16gb 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win10 ash hp x360 15t,hp envy 15t fhd touch,newest hp envy 15t pc full hd touchscreen intel i7 32gb 1tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 ,1
4884,a2495,w702,x7q92ua,hp 15 bk157cl pavilion touch 2in1 15.6 i5 7200u 8gb 500gb hdd 8gb ssd x7q92ua win 10,x7q92ua#aba,hp pavilion touchscreen 2 1 convertible 15.6 hd intel core i5 7200u dc 8gb rammemory 500gb 8gb ssd hd b&o windows 10 x7q92ua#aba microsoft,1
4893,a25,w64,i5379 5043gry pus,dell inspiron 13 5000 2 1 13.3 touch 8th gen intel core i5 8250u 8gb 1 tb i5379 5043gry pus windows 10,i5579 7978gry pus,dell inspiron 15.6 2 1 i7 8550u 8gb 1tb hd keyboar i5579 7978gry pus windows 10,0
4896,a2500,w1696,nx.gqlaa.001,sf314 52 52sy i5 8250u 1.6g 8gb acer nx.gqlaa.001 unknown,nx.g85aa.001,acer denim 11.6 cb3 131 c3sz chromebook 11 pc intel celeron n2840 dual core 2gb 16gb google chrome nx.g85aa.001,0
4899,a2500,w1793,nx.gqlaa.001,sf314 52 52sy i5 8250u 1.6g 8gb acer nx.gqlaa.001 unknown,nx.gjeaa.001,manufacturer acer cb3 431 c0ak 14 chromebook chrome intel celeron n3160 4gb 32gb nx.gjeaa.001,0
4928,a2500,w895,nx.gqlaa.001,sf314 52 52sy i5 8250u 1.6g 8gb acer nx.gqlaa.001 unknown,nx.gkhaa.001,refurbished acer 15.6 intel core i7 2.7 ghz 12 gb 1tb hdd windows 10 r5 571tg 78g8 nx.gkhaa.001,0
4943,a2519,w2675,a517 51g 54gk,acer intel core i5 2.50 ghz 8 gb 256 gb ssd windows 10 a517 51g 54gk,nx.gk9aa.013,refurbished acer 15.6 intel core i5 2.5ghz 8gb 256 gb ssd windows 10 nx.gk9aa.013,1
4944,a2519,w4480,a517 51g 54gk,acer intel core i5 2.50 ghz 8 gb 256 gb ssd windows 10 a517 51g 54gk,nx.gtpaa.002,refurbished acer 15.6 intel core i5 3.40ghz 8gb 256gb ssd windows 10 nx.gtpaa.002,1
4966,a2530,w352,hp 15.6 hd laptop,hp 15.6 hd intel i3 kaby lake 8gb 2tb hdd 15.6 hd 1366x768 win 10 hp,hp envy x360 15t fhd touch laptop,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 16gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows,0
4970,a2530,w400,hp 15.6 hd laptop,hp 15.6 hd intel i3 kaby lake 8gb 2tb hdd 15.6 hd 1366x768 win 10 hp,hp envy x360 15t fhd touch laptop,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 32gb 1tb hdd 128gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows,0
4983,a2548,w1455,pavilion,cuk hp 17z 17.3 hd amd a9 9420 2.9ghz apu 8gb 1tb sshd radeon r5 windows 10 cheapstudent upgrade king pavilion x64,hp pavilion 15t,2016 hp pavilion 15t 15.6 fhd touchscreen intel i5 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 microsoft,0
5059,a2609,w1610,hp pavilion,2018 hp pavilion 14 wled hd intel dual core i5 7200u 3.1ghz 12gb ddr4 128gb ssd 1tb hdd b&o 802.11ac hdmi usb c win 10 windows 64 bit,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
5071,a2616,w1419,pa71hs g,prostar clevo pa71hs g 17.3” full hd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 32gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft ,0
5074,a2616,w1426,pa71hs g,prostar clevo pa71hs g 17.3” full hd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,n855hj,prostar clevo n855hj 15.6” full hd 1920x1080 intel core i7 7700hq 16gb ddr4 gtx 1050 1tb hdd windows 10 wi fi 1 n855hj microsoft ,0
5124,a2616,w1589,pa71hs g,prostar clevo pa71hs g 17.3” full hd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 512gb ssd windows 10 wi fi 1 p650hp6 g microsoft ,0
5131,a2616,w1608,pa71hs g,prostar clevo pa71hs g 17.3” full hd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,0
5135,a2616,w1623,pa71hs g,prostar clevo pa71hs g 17.3” full hd ips g sync intel core i7 7700hq 16gb ddr4 gtx 1070 256gb nvme ssd 1tb hdd windows 10 wi fi 1 prostar,p650hp6 g,prostar clevo p650hp6 g vr ready 15.6 fhd ips g sync intel core i7 7700hq 32gb ddr4 gtx 1060 512gb nvme ssd 1tb hdd windows 10 wi fi 1 p650hp6 g microsoft ,0
5155,a2636,w1319,hp envy 15t fhd touch,hp envy 15t pc full hd touchscreen intel i7 16gb 1tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 hp,hp 15 02240 fhd me1,hp pavilion 15t pc intel 7th gen i5 kaby lake 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 hp 15 02240 fhd me1 microsoft,1
5166,a2636,w441,hp envy 15t fhd touch,hp envy 15t pc full hd touchscreen intel i7 16gb 1tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 hp,hp envy x360 15t fhd touch laptop,hp envy x360 convertible 15t fhd touch 2 1 tablet intel i7 32gb 1tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen win 10 envy 15t microsoft windows,1
5173,a2638,w1961,1bt00ut#aba,hp elitebook x360 1bt00ut#aba 13.3 2 1 windows 10 pro,w0t00ut#aba,hp chromebook 13 g1 13.3 [brightview plane switching [ips] technology] chromebook intel core m [6th gen] m3 6y30 dual core [2 core] 900 mhz 4 gb lpddr3 32 gb w0t00ut aba hp w0t00ut#aba os,0
5225,a268,w1694,xe500c13 k03us,samsung chromebook 3 xe500c13 k03us 11.6 hd celeron n3060 4gb 32gb ssd os,xe500c13 k04us,samsung 11.6 chromebook 3 4gb 16gb ssd xe500c13 k04us os,1
5231,a2681,w748,i5559 7081slv,dell inspiron i5559 7081slv 15.6 touchscreen intel core i7 8 gb 1 tb hdd intel real sense microsoft windows 10,i5559 4682slv,dell inspiron i5559 15.6 fhd touchscreen intel realsense 3d camera intel core i5 8 gb 1 tb hdd i5559 4682slv windows 10,1
5270,a2713,w2487,80wk001jus,lenovo legion y520 15.6 7th intel i7 1tb hdd 8gb ddr4 windows 10 nvidia geforce gtx 1050 ti 80wk001jus unknown,80wk001jus,lenovo legion y520 15ikbn 15.6 core i7 7700hq 8 gb 1 tb hdd 80wk001jus windows 10,1
5274,a2717,w1456,,omen x hp 17.3 4k uhd pc intel i7 quad core 32gb 2tb ssd 17.3 3840x2160 nvidia geforce gtx 1080 win 10 vr ready windows,,hp omen 17 17.3 uhd 4k vr ready intel i7 quad core 4tb ssd 17.3 uhd 3840 x 2160 32gb geforce gtx 1070 win 10 microsoft windows,1
5303,a2740,w687,15 bs038dx,hp 15.6 touch intel core i7 12gb 1tb hp 15 bs038dx windows 10,,dell inspiron 15.6 touch intel core i5 8gb 1tb windows 10,0
5306,a2747,w1455,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 8gb ddr4 256gb ssd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,hp pavilion 15t,2016 hp pavilion 15t 15.6 fhd touchscreen intel i5 16gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 microsoft,1
5307,a2747,w1509,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 8gb ddr4 256gb ssd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,hp pavilion 15t t9y85av,hp pavilion 15t uhd 4k touchscreen i7 quad core 16gb nvidia geforce 960m 512gb ssd 15.6 uhd 3840 x 2160 touchscreen windows 10 t9y85av ,1
5315,a2747,w979,hp pavilion,2018 hp pavilion 15.6 fhd ips intel quad core i7 8550u 8gb ddr4 256gb ssd 4gb nvidia geforce 940mx b&o usb c win 10 windows 64 bit,hp pavilion 15t,2016 hp pavilion 15t 15.6 fhd touchscreen intel i5 32gb 240gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 microsoft,1
5318,a2750,w4377,dell,2018 dell inspiron 15 5000 5577 15.6 fhd intel core i5 7300hq 2.5ghz 16gb 256gb ssd 1tb hdd nvidia gtx 1050 4gb windows 10 dell,dell,refurbished dell latitude e6410 w7 14.1 intel i5 520m dual core 2.4ghz 4gb 160gb dvdâ±rw intel microsoft windows,0
5340,a2780,w1578,pavilion,cuk hp pavilion 15 power intel quad core i7 7700hq 32gb ddr4 512gb nvme ssd 1tb nvidia gtx 1050 4gb 15.6 full hd windows 10 upgrade king x64 bit,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 512gb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
5341,a2780,w1610,pavilion,cuk hp pavilion 15 power intel quad core i7 7700hq 32gb ddr4 512gb nvme ssd 1tb nvidia gtx 1050 4gb 15.6 full hd windows 10 upgrade king x64 bit,hp pavilion 15t t9y85av,hp pavilion 15t full hd touchscreen intel i7 quad core 16gb nvidia geforce 960m 2tb hdd 1tb ssd 15.6 fhd 1920 x 1080 touchscreen windows 10 t9y85av ,1
5392,a2794,w3163,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 ,1
5398,a2794,w3169,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie touch lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 256gb nvme ssd 14 ips fhd 1920x1080 touchscreen ,1
5400,a2794,w3184,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 512gb ssd 14 ips fhd 1920x1080 ,1
5416,a2794,w3232,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,lenovo thinkpad t460s windows 10 intel core i7 6600u 12gb 256gb ssd 14 ips wqhd 2560x1440 ,1
5417,a2794,w3233,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 128gb ssd 14 ips wqhd 2560x1440 ,1
5423,a2794,w3242,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 12gb 512gb nvme ssd 14 ips fhd 1920x1080 ,1
5463,a2794,w3329,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 256gb nvme ssd 14 ips wqhd 2560x1440 ,1
5485,a2794,w3372,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 512gb nvme ssd 14 ips wqhd 2560x1440 ,1
5501,a2794,w3399,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,lenovo thinkpad t460s windows 8.1 intel core i7 6600u 20gb 1tb ssd 14 ips wqhd 2560x1440 ,1
5502,a2794,w3400,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 1tb nvme ssd 14 ips wqhd 2560x1440 ,1
5540,a2794,w3464,,lenovo thinkpad t470s windows 10 intel core i7 7500u 16gb 516gb nvme ssd 14 ips wqhd 2560x1440 ,,pcie lenovo thinkpad t460s windows 7 intel core i7 6600u 12gb 2tb nvme ssd 14 ips fhd 1920x1080 ,1
5553,a2798,w1397,,msi gt73vr427 titan 427 vr ready 17.3 intel i7 quad core 64gb 4tb ssd 17.3 fhd 1920 x 1080 nvidia geforce gtx 1070 win 10 windows,,hp omen 17 17.3 uhd 4k vr ready intel i7 quad core 4tb ssd 17.3 uhd 3840 x 2160 16gb geforce gtx 1070 win 10 microsoft windows,0
5558,a2804,w1838,80xc0003us,lenovo ideapad 720s 14 fhd ips intel core i7 7500u 16gb 512gb ssd windows 10 80xc0003us ,80ys0003us,refurbished lenovo n23 80ys0003us chromebook pc intel celeron n3060 1.6 ghz dual core 4 gb lpddr3 sdram 16 gb 11.6 chrome ,0
5619,a2884,w789,80xl03ccus,lenovo 80xl03ccus ideapad 320 15ibn intel i3 7100u 4gb 1tb hdd 15.6 windows home,80xl03j1us,lenovo ideapad 320 15ikb 80xl 15.6 fhd i7 7500u 16gb 2tb win10 80xl03j1us microsoft windows windows,1
5628,a2899,w685,t8tjg,top asus 13.3 2 1 touchscreen fhd convertible 7th intel core i5 7200 6gb ddr4 1tb hdd 802.11ac hdmi windows 10 t8tjg,t8tjg,dell chromebook 11 3189 11.6 celeron n3060 4 gb 64 gb ssd t8tjg os,0
5659,a2931,w3501,nx.m4uaa.001,acer s3 391 6046 13.3 intel core i3 2367m 4gb 320gb hdd 20gb ssd windows 8 nx.m4uaa.001,nx.m42aa.001,acer 11.6 aspire s7 s7 191 6640 pc intel core i5 3317u window 8 nx.m42aa.001 windows,0
5673,a2944,w1799,nx.gswaa.001,17.3 ci58250 8g 1tb w10 acer nx.gswaa.001 unknown,nx.gm8aa.001,acer chromebook 11 n7 c731 c8ve 11.6 celeron n3060 4 gb 16 gb ssd us nx.gm8aa.001 os,0
5686,a2944,w2256,nx.gswaa.001,17.3 ci58250 8g 1tb w10 acer nx.gswaa.001 unknown,nx.gh4aa.001,es1 732 p4g9 n4200 1.1g 4gb 1tb 17.3in 11ac w10h 64bit acer nx.gh4aa.001 windows,0
5690,a2944,w2431,nx.gswaa.001,17.3 ci58250 8g 1tb w10 acer nx.gswaa.001 unknown,nx.gjzaa.001,acer aspire f 15 f5 573 55w1 15.6 core i5 7200u 8 gb 1 tb hdd us nx.gjzaa.001 windows 10,0
